RESTAURANTID,INSTALL_TYPE,BOOKED_TO_WORKABLE_DAYS
cce29785-defc-486b-a1e6-217d1fc75086,Self Service,5
4a9fb046-804c-4e58-b29a-9a8a9737a054,Self Service,5
99648a5d-615c-456e-b806-ccbabdbc062a,Self Service,1
7f5d10de-379c-4792-9cf9-23efa9980bd1,Self Service,9
62939e04-8264-4964-a30b-e84fe86c5b2e,Self Service,4
76e974de-f2ea-4e35-97f9-b17cd7752ed2,Self Service,54
7fedd6fd-3f13-4558-88de-68329410bab7,Self Service,6
d6c609c2-5994-4460-a825-127675ea3b7a,Self Service,7
415f9c24-7434-4016-8299-abf720af12ae,Self Service,16
6aa9c4b8-b69f-4da4-8dd1-d7d04dd2d84e,Self Service,7
4963e41e-ef30-4e58-951e-57023623870d,Self Service,3
2a726150-0ca6-4db1-a300-a872356458f3,Self Service,18
09d02511-afac-4007-8d23-874a4b5cc14c,Self Service,7
ff83cf2c-31a6-4ba2-a7de-773e82e03a15,Self Service,12
032ba09b-1960-43c3-b710-0d4399ffe878,Self Service,23
54057dfb-f9dd-4a61-8684-6ea3160a0d79,Self Service,7
31ba3aae-eeaa-49ab-bdf4-c6917fa0b276,Self Service,36
fc5655fb-ca9f-465d-bdbb-f91588fd8dab,Self Service,49
d424189d-3913-42b1-93c3-9cec9f6c6cea,Self Service,17
9b52e21f-0650-40d2-8728-fff6cbbf09ad,Self Service,7
897fb415-753d-44c2-9a2d-6ec1e2c26568,Self Service,1
18a1eb45-77d0-47ee-b054-be553e5e88b6,Self Service,52
6d4b8c67-b1a2-4f9d-927e-8e3a601075e2,Self Service,138
b62d00a4-1a86-4713-846c-2ed58461edff,Self Service,1
d2ae55a3-8ae1-4e40-bf9f-5fc47091b119,Self Service,60
a2564ef5-b88b-40b1-a930-bc1f082171bd,Self Service,0
3b3857d3-ae74-4a0d-b661-7738f5e16828,Self Service,1
f0751828-6374-43ec-8646-203a24dea04a,Self Service,6
76d33d32-e0e3-4023-a4f1-bdb12752440b,Self Service,3
f4fa3a1d-3c84-4f99-be65-34e0e8c33666,Remote,7
47efbe9b-c90e-4c7e-88be-ccd626dd0c66,Self Service,10
32a8f418-bc66-4ee1-9d95-235061261dd3,Self Service,10
f5f13182-ed60-4713-b7da-d628a76af121,Self Service,56
efe54a83-f871-4def-97e4-416429d761c7,Remote,3
338efd05-df92-4276-b67a-7ed95d28bedb,Self Service,99
0c74f087-10ae-4485-a7c9-11e9710fa6c7,Self Service,4
ef9d0dcb-395a-4d43-9fe8-8329063ef608,Self Service,6
8d817a13-5a9b-485d-a3e3-9c1fa50b6876,Self Service,2
6ea93036-c027-4559-ad46-ce14dc3a2c21,Self Service,57
23986de9-7e6e-41d2-bd5f-2a3b17e53bd6,Self Service,0
3304f55d-75df-45ef-a475-4a4a98ef5b07,Self Service,56
07bcfb5c-0696-4684-889f-356f318bbd9f,Remote,4
a57c0739-9e41-4736-bf3b-fe4e5db17a8f,Self Service,1
77c2cce9-c0b9-46e6-aa95-5631c128ac63,Self Service,22
13603243-2c3b-43fb-a97e-098b7fb01657,Self Service,7
36c2d094-d6b2-4228-aa56-58a9f94dea6e,Self Service,1
d9205234-dde6-47e0-881d-c44ae2fb0199,Self Service,12
b418d51f-b0d2-45d9-8ce9-4732dfcc9599,Remote,20
f170dc28-5739-42a3-9040-26cebac2d9e3,Self Service,5
b679056c-1e76-4de1-80d5-f41361728e06,Self Service,6
ff6e7a08-0b40-423d-b908-d5a737c2a15d,Self Service,13
aeddb008-5add-4e13-831a-240de9eda4a9,Self Service,5
a99866b3-43a2-47c4-9db4-6e64dac72aee,Self Service,12
f0f5071a-048e-48e4-a0e1-6459afeab80c,Self Service,5
7fcfeddf-9ef5-427d-9ccf-ce27385ce2d0,Remote,16
95d458d4-4957-41b2-a413-762441a0903c,Self Service,23
643c0c64-b660-4ad4-8c6a-7f4b50f0f4cd,Self Service,27
36bac2c0-18e3-453a-b757-9b6cbed665c3,Self Service,4
64e7d387-deda-44f0-a36a-c433c2b99ab1,Remote,24
36613aa9-c0a7-454b-8b85-41bd26a5952f,Self Service,82
11704076-cc9c-4af8-8db6-fdcf079a88ed,Self Service,5
e27ccc8f-909a-4da9-ae5c-b4d057dad0bc,Self Service,54
94298119-c802-4550-98aa-7af36b6eddc7,Self Service,10
1fe5a924-e53f-4a13-a28a-d90a11c4748c,Self Service,7
39d0cc9b-3148-4686-a0bc-84053fa917da,Self Service,10
bdddd0ae-721c-45fa-a31f-3541f1905ab7,Self Service,15
5e99d55d-05ac-40e5-9ebc-0593f889a1ce,Remote,8
a02b4255-2583-4b93-a0e8-9029ab60b162,Self Service,20
ce805b21-c047-41c5-8861-ea091f8f1105,Self Service,6
dec5dbd0-8c8b-44a6-83e1-a9adf79cf50c,Self Service,49
d3943191-0de1-4992-9fdc-ecb7c4659b7d,Self Service,79
a77563fa-4350-4b1b-9fff-8826855e30fd,Self Service,9
4fedf661-6856-46fa-9354-96661048a270,Self Service,9
2a12b8eb-ace1-41fb-a8f4-bcaef93c0913,Self Service,9
ae185160-b1fc-4f41-9cca-13cdbf344500,Self Service,18
a1b04212-20ec-49cf-91e5-90da9f80ed5e,Self Install,6
42220182-6935-4cf2-9459-8bc3853122bb,Self Service,5
22185521-120b-426c-9ffb-0aecd1530b8a,Self Service,22
9dff0b7a-fa3e-4aee-8daa-f7a1815817f0,Self Service,94
e559beeb-05b2-4cf0-9b7b-40f82a8decef,Remote,7
bc0e4776-1d09-45b0-8516-ac4033887a79,Self Service,72
d3f77048-adda-4950-a4c8-e58aff0aef9f,Self Service,5
3d0988d2-a457-4993-8fa2-ff9b78832356,Self Service,1
fd8fdace-f6f2-4384-a63b-d13b84a02281,Self Service,11
abe59db8-987a-45be-a3ed-fd8f127d9bb3,Self Service,6
77c221d6-02e5-4925-9786-783268ca0632,Self Service,22
83ed1282-df01-4698-b2b6-86fb124153fb,Remote,3
e3e0f1fa-c791-4380-be76-7c91be254712,Self Service,7
2a31b9c6-14cb-4f6a-b5fe-e21c3bff03bf,Self Service,3
67b1c7b5-36d4-40c5-898e-cc4d04c48be4,Self Service,11
471feebd-b08e-4e57-a093-9b58ae9ac249,Remote,13
6f5ed013-4927-4122-b00b-753ed52bba8b,Self Service,128
0cd73a11-2591-4cca-bdc6-556290a227df,Self Install,8
cb0e48c0-4746-47f6-8ad5-ee9e2d519664,Self Service,2
baad72c5-0b3d-4758-8a98-53d2fac1a5ec,Self Service,28
27c98faa-dc97-4403-8e57-a6730975ac42,Self Service,40
689bb49e-c643-4530-ae31-e4c667972c84,Self Service,26
41b5bf2e-0b44-4089-8410-ebfcb6e40120,Self Service,15
9659b500-907a-42ad-9050-8b5bd6117213,Self Service,10
3d4d3fe2-fde3-4e3a-bd37-109622519b4a,Self Service,1
c8261b9e-d416-4805-9f53-aa6db14eb94d,Self Service,4
75b39fe7-ee8f-45b5-bffb-2356b61280b9,Self Service,37
50d52f24-1f7b-4c43-8a63-eb0a8c039ee3,Remote,8
b9918b10-485a-45c9-93a7-f352654efe6d,Self Service,0
b2d03bbf-0909-4cfa-8f34-217bc6f7c19d,Self Service,4
528b3efb-d201-47f1-ba3f-97b20eb757d4,Self Service,16
4e198f0a-1147-4081-b1f6-2665a4b199a0,Remote,1
4c3fa67e-e92c-4038-9ef3-295014bb2b8c,Self Service,34
6b926db5-ca8c-42f2-8031-d5c67b5890b5,Remote,2
14a2029e-c004-497d-bb05-84ce0af413f2,Self Service,8
5e5513de-2ed0-477d-bdcb-7a2689f312e3,Self Service,5
1da2b5e7-1f58-451c-8cb4-3286b7c3f671,Self Service,7
6011b9b8-1f15-4376-b1a8-3c8a39c5d74a,Self Service,9
5b958c94-c29c-46a3-a95c-d6f603fd72c4,Self Service,5
56e5c451-2ffe-46b3-8304-1a38c7152f26,Self Service,15
5608912e-d41c-4b30-961c-45e2e65c9134,Self Service,1
0d8ea560-6883-4ab2-b16f-f53d48ce4362,Self Service,18
4061a361-b740-4ef7-ad05-e9c88866321e,Self Service,1
43a432d9-a717-4235-8103-6411a3d3fa93,Self Service,2
841ab36e-185d-4f23-a8ee-9dcd2e105631,Self Service,17
d4376df8-1102-4054-a621-b820469facb6,Self Service,0
1e7631a6-761b-4ba4-8759-e82be0040e27,Self Service,8
f13e4757-a081-4568-8856-099ed3bba55a,Self Service,0
aa3091b6-c29b-4597-9faa-b357d063c319,Self Service,61
5abd9090-2116-489d-93d2-fee74c1be2bb,Self Service,16
96d12c62-90db-4f4b-aaa9-c006208b43bc,Self Service,1
7afea94f-2d0d-4e92-892f-402bef8212a6,Self Service,5
ef766c75-9c30-4ec3-9c29-899787775758,Self Service,4
3b1958df-2d00-44d0-893e-15cb99f41c3b,Self Service,4
15954670-51b4-4f92-a20a-a0453e014056,Self Service,11
581e9874-fd9d-4b2c-be1b-ebe890d11cd3,Self Service,23
dd3e4524-00e4-4979-8b47-68bb30419b37,Self Service,13
a976c9e3-43a8-4f18-bd0d-ff6534ff8c9f,Self Service,2
3bf734de-70a9-4b45-ad16-13c0c318484d,Self Service,1
5d520ed1-18ac-43c0-828a-d9f17b1b9a39,Self Service,1
a337a7d5-f0ae-473e-99df-fe7102c6fdb2,Self Service,47
4f68c5f1-1d0a-46db-ba46-3815235c0e3a,Self Service,42
692eed46-4f92-41c6-bdef-0287f7a9e2e3,Self Service,23
7c1df4b7-4f8f-423a-8231-40ae28f9ff0f,Self Service,5
c876e274-0989-4fd1-ae81-b3a9974ea7f9,Self Service,3
637b9b33-73e5-40f5-bf33-7cd2f8fa8c5d,Remote,0
4eed8494-76b9-420d-ab5d-cf77b1e19c97,Self Service,37
2df39716-6d4a-4f1b-be73-5739cdb22262,Self Service,3
fea7057a-6f65-4f0f-8b6e-fc321718b9a4,Self Service,14
e73586de-966c-4217-95d2-2101ddce6f9e,Self Service,50
44aa080f-5f4d-48be-a0d0-6dfdec5f7121,Self Service,0
62bebcd8-4456-4b6f-9622-32d7539b305a,Self Service,14
f6db446f-30f3-4a9d-bee2-d14aa7ffac07,Self Service,3
531e2473-0be8-49c7-bcb4-148b25281150,Self Service,5
b4da098a-bccd-4784-94e8-72e6b60967e9,Self Install,1
b03a06d6-4841-45cd-9ae4-fe339ffd4dd8,Self Service,2
c965a691-b01f-45f7-9632-1238d09cbd67,Self Service,30
7b0d53a8-ef3d-406a-a439-2a4382803504,Self Service,1
d1f07909-a629-424e-bc86-9caf536f21d9,Self Service,10
d225c6ea-b8e2-4905-9675-2106ebdeccfb,Self Service,5
e4831146-9f65-473a-9031-8a453d4d6835,Self Service,16
a9eb1167-656c-4241-8157-dfd904708acd,Self Service,0
10ee0768-9a88-4d82-8295-640c151b5fa7,Self Service,54
67560233-a3e5-445a-b59a-a74a561e80a5,Self Service,2
d33f0d90-991b-4c40-b194-84258d82fdcc,Self Service,3
0e36db73-e856-4550-8952-8e5830f04bbc,Self Service,2
5f4e173b-37c3-4f6f-9e47-3ec9813d63f9,Self Service,1
386fde43-c205-4ec8-9817-85f1238377c2,Self Service,3
3241ff7b-57ee-4e67-9abb-9816b0ddb1b3,Self Service,31
ecbf2333-6518-4821-bf9c-b2d8ef501eec,Self Service,7
a5ea9820-dd2c-4637-8225-68b7da48d1f5,Self Service,31
22909136-1a23-44b8-a293-55c7aace49aa,Self Service,5
b4013dae-e141-4bc2-bdd4-4a003a48c3fc,Self Service,2
d98071a7-a96c-4949-836a-b9cf555da00a,Self Service,9
55fb2b62-b282-413f-8602-ffb158567e29,Self Service,7
67ab77a3-b294-42dc-be20-6ceb7749d983,Self Service,13
c951e065-660a-45e0-911e-985dbfe14df9,Self Service,7
afdd201e-1504-4576-b2fc-e04c958e2dd9,Self Service,7
46839f2e-6e10-4cc9-97c0-e40732808a7a,Self Service,8
d5e30cf5-58c2-413a-8067-0331fbbf8628,Self Service,5
fc2e099b-622f-4a37-87cc-89266c4cdf4d,Self Service,8
a1602c67-a27d-476b-8b9c-3a710b8246b3,Self Service,3
ac7a1010-6706-4ad0-915e-901acb466ab7,Self Service,5
0588360f-65a3-4b0b-9e13-03fdf5e6ba7a,Self Service,94
1ee92d19-de08-41fe-ae77-a6065dd8922b,Self Service,6
f5f30461-2487-4035-8898-307f0a8a77ba,Self Service,5
afbb525c-743f-4076-9d6a-7fde0e96d609,Self Service,47
6650d799-c05e-4ce7-bce2-b2bd58fd35f6,Self Service,19
2585c5f9-24e7-462a-bd8f-1a9bf4386b6d,Self Service,14
459e8951-0935-4c25-b171-c083538720a6,Self Service,6
b99865b7-fa06-4479-b06d-27a95618472b,Self Service,3
8757f23a-eb7b-4cd1-95f1-09a001aa9809,Self Service,15
b102de64-5b29-46a6-80f6-cf7779c44143,Self Service,70
902a7ba4-24c1-48a4-8208-42c922bb7363,Self Service,1
0c7cbe54-f9e9-4b31-b459-1aa9c2ed6a34,Self Service,28
4a4bea41-cf4b-44af-b51f-5e76916c1037,Self Service,0
cb1b0063-b426-44f0-8c63-782190754268,Self Service,5
2f03b64c-7b40-4f7d-95f7-58a1629520f4,Self Service,2
0d934740-b323-4c40-a054-ed52b2315363,Self Service,0
8e0c8ddb-8def-43b6-bbd5-97bcbee4efaf,Self Service,27
350f1d8e-5642-46dc-80e7-07fc2e2ccf13,Self Service,30
c12b1fc4-9ca4-4628-b53d-a3984a99122b,Self Service,17
22b8721e-326f-4e5d-97bc-a580ca8d7458,Self Service,4
e18b2da8-4600-4a0a-9126-364ba75fb6ba,Self Service,27
d956e481-479a-4adf-b112-fa2f4e473394,Self Service,6
28cd38b5-190f-43c8-8f3e-42d526b0ffdd,Self Service,4
2ee87c96-a897-4385-a8c2-6eef18c8fe73,Self Service,0
bc8e1bc2-dece-4fe7-b703-12579d4906b7,Self Service,57
0960e743-179a-43b9-a49a-222c4118501f,Self Service,4
f3d073f2-ef0f-457e-a13e-040dfc058b66,Self Service,1
d41a9bfa-ea47-45c6-ac14-4d86858e2cde,Self Service,1
722ca367-2e8a-4d79-aea9-2fb8195090f9,Self Service,6
456242db-010a-462c-aad3-be95c97a3219,Self Service,64
3b1a014f-3ab8-41c2-b2b2-bac0dedcb93b,Self Service,19
585608cf-1bd6-4fee-8c3b-1ceb20037679,Self Service,5
32adca12-b025-4e5b-aba3-c1e04fcc4c8a,Self Service,34
93a2f597-8e4b-469a-9cd6-a7e8fddc0fc9,Self Service,21
32913d95-41f1-4f3f-9ec6-5cd447ff106c,Self Service,7
6f00ac5e-2418-4a0b-88e3-d4ea50beb3ab,Self Service,1
cc422b9e-07cf-4540-ae4b-a288b21a5746,Self Service,20
6c3a5fef-850c-42e7-acdf-a4c00273b1e7,Self Service,13
ba5aaea9-2a26-464d-8636-0a0581c97b77,Self Service,1
d8ddaf64-7cc6-41b7-bff1-91568e9a5bae,Self Service,13
fcd9a773-a6b5-4c61-abd7-9b1aa2788af7,Self Service,19
ae8c9d82-265a-4bf0-b168-37c43fee2804,Self Service,13
bdccff22-acd8-4ca0-bfbd-39beadac58a3,Self Service,9
f4c7f24b-80ff-4f66-a37e-9ee671789778,Self Service,25
3c54709d-2619-4ca1-bb51-a11785162b31,Self Service,35
cb0cefd8-6afa-471f-8687-2d2b89f75fa4,Self Service,14
e0cfd62d-f4cb-46e2-89ce-f740002e5ee8,Self Service,33
0688e47b-50f9-449b-8b66-ddc5133ac55a,Self Service,32
672fb4c2-9df8-407b-a1e4-8ed954f33326,Self Service,21
cd5a05eb-d8a8-45e8-ab60-47ce70459292,Self Service,28
2796a21d-aa07-445c-ae63-3c828f20d601,Remote,128
a394f1ac-3ed0-40fb-86ef-1dcab45cc42e,Self Service,8
9cd1651c-22b6-4605-8046-26a2baeaaa0a,Self Service,0
e2f4132d-511b-4708-a622-af2165137c5a,Self Service,11
767f15fe-45bf-46cd-a501-61a7202cd6b6,Self Service,6
aaf8c5c3-6933-4031-a46c-3de5882b14f7,Self Service,7
3a534fcc-b913-4f2c-ab83-ceb653d3b431,Self Service,21
286b6da0-da20-4c3c-82d1-fdc7499dfdfc,Self Service,2
aa758030-c81a-48fc-85b3-d6c3cd7acdfe,Self Service,8
282ead77-60ef-433a-ad87-445e41cd095b,Self Service,1
9ca6a7b7-4dc5-4ddf-bc43-89674f171141,Self Service,46
9447c3ad-f499-4c63-8976-267717cff6ed,Self Service,7
294ba4f9-3d4f-42eb-9260-e318490d59cd,Self Service,13
e1a458e4-fc88-4230-8f70-fbb07ebd4cc1,Self Service,10
58d2e8d5-655b-454e-95f0-52c685ff9294,Self Service,40
77ca2604-8cc3-4919-8462-3a24d82449e8,Self Service,14
5e846654-3c19-4fb9-92d9-0ddff6080454,Self Service,28
efada69b-455d-435f-b319-6ecbecf00da8,Self Service,4
e2329cfb-4b7a-4607-9ec6-82fa932c4c02,Self Service,74
ada592fe-d263-4d10-b0d4-5558d7212f63,Self Service,60
8fc7d31b-07dc-4349-b4c6-f4fcefd1aa3f,Self Service,3
74b25857-f09e-4d1a-a2dd-68b462690363,Self Service,4
fe51398c-d2b8-4dbf-82d0-4ddf8e78f664,Self Service,7
1b77522e-0125-419d-8b24-3246720a01f7,Self Service,9
9a4bc07f-6b3b-413d-a403-c885308557df,Self Service,7
67472eae-c522-45b6-ab96-af3a6dc845c8,Self Service,15
25e48a8f-46cf-4000-b139-adcbdb11b2a9,Self Service,14
ceaa3cbe-dd6e-48f2-bd58-10aaea0135d3,Self Service,21
a78b6ad2-a535-4fec-874d-115ea3c8cbb5,Self Service,48
6ee2dc9d-83d8-4b99-887d-2018760fd6b9,Self Service,24
f7b07d8a-2930-4e9d-a64f-70afb8e9c1f0,Self Service,2
df9a4b5b-df78-4d85-af56-028a22be5b60,Self Service,5
361f573f-92ba-4142-8381-b05311be05d3,Self Service,5
001009dd-34b3-4410-b26c-313cd32ccd8d,Self Service,7
219e9f75-861c-4a6b-8019-9df01098d31e,Self Service,4
7a6cb3cc-b846-44c8-85e4-df36ea329650,Self Service,5
ee2ba8a8-79e5-4785-874c-4fe65e603eaf,Self Service,12
9829d828-383c-4cff-8f73-eb65451e2424,Self Service,38
02028160-dc1d-4b5b-9e05-43559f1f37c7,Self Service,6
dbc59425-2ec3-4401-b440-cefeb44279df,Self Service,7
8070d853-7c9a-4127-ab37-85c9f72424fc,Self Service,56
290b1048-a2f4-40e2-95fb-05bb3d29d50d,Self Service,10
737db1d5-afc8-496f-bebe-e1e2ec905c15,Self Service,6
3ab83936-3f22-47a0-9e10-3903fdcfa15f,Self Service,15
2c4819ca-ad3c-479e-bc60-b6e6b19420f4,Self Service,2
e175db91-f3fe-4f37-b0a8-ad9d7ed0f2c1,Self Service,32
1ba6fda3-cd50-45f1-ac94-ead0f4ff02aa,Self Service,7
85b6ccdd-817d-4971-b799-ad1ce31ee86b,Self Service,9
c564fa88-c457-4675-8358-de772a5f5300,Self Service,5
ba7c7d32-babc-4c7a-b655-f8ad92fd6b4a,Self Service,10
8994e6a8-1d05-43d2-bc40-4b540b584153,Self Service,4
fdef55c6-69a2-47bc-88c6-205a05d4b595,Self Service,34
80600d60-0083-49b5-b8b2-7912c71f7bdf,Self Service,2
82e37a23-ba6b-4427-9f5e-74106ef1875e,Self Service,25
cf62bfda-ecd7-4f05-b946-5579a2f39552,Self Service,101
ba032f91-1040-49d1-b049-2347abac9385,Self Service,14
6933e058-a4ec-4df4-9f65-0c5c55b86d9f,Self Service,28
640533bd-a458-4e02-941c-0e4e4eed8878,Self Service,2
9ef0ccf8-0c2a-43de-87d5-9f6d805780dd,Self Service,6
caade2c4-c9ca-4e79-a962-67304c5eac41,Self Service,15
b18005a6-57d3-4b47-a110-5d85bf38fc7d,Self Service,2
ab368fb0-507c-4047-92af-66d12dd932b2,Self Service,12
b66e6afe-0f16-4ba8-8133-676ed6862a86,Self Service,38
9b4b053f-48b9-4d04-b189-c848f6d01050,Self Service,13
bfdf5237-225e-4fef-83cb-e5cad020c80e,Self Service,22
7b856ce9-78ee-412b-9c08-32dd98815cf1,Remote,24
0e87dbdf-939b-4d35-8201-4ce00f686451,Self Service,2
34aa784c-e7ba-45fa-8b1d-dba8d68f7814,Self Service,6
feef8e9d-98c3-4ad9-b3e8-31ed24519f5e,Self Service,70
bbd93e2c-c09e-48db-8603-f14ecc8056c3,Self Service,26
57aef917-5966-4b9c-93f1-601a71cd7de4,Self Service,2
0fa860a7-1991-43ba-8ef5-0a3812099231,Self Service,3
9a014ceb-ecb5-4f5b-8f4c-5fb7e39b90f8,Self Service,8
a76579a1-9014-4357-ba04-ec122278cf76,Self Service,2
57351c1b-1520-4cc3-adba-be7c2d5924d3,Self Service,19
30b33fa4-c0c1-4e0b-8ac6-02e8785cf289,Self Service,6
1d17999f-50d3-4151-b8f8-a53ae63f3a0a,Self Service,3
e7856f7f-15e3-492a-b852-b34caec0cf37,Self Service,39
055e14e9-44b0-4f26-b7a1-a4e244eba49e,Self Service,26
9b20c22d-566e-464a-be3f-7b53eaaffd63,Self Service,40
cb296715-5a9a-4142-ad67-18108638d774,Self Service,14
d4956d9a-f707-4145-b592-95e0fa7591bd,Self Service,8
e2247b78-1ee7-4bc7-8d40-bf2fa6246673,Self Service,14
2f70e60e-1781-4194-ac2a-833cbe32f275,Self Service,7
24df7a1c-3da0-4160-b742-d7954e74859e,Self Service,33
4f4d105e-3954-4f0f-a485-c0783455c129,Self Service,22
8252f262-8010-4b01-b41a-a74605a01141,Self Service,4
b15d3089-6175-43f3-9dd3-6dcf24a458c8,Self Service,25
06dbdb01-1435-4663-ace5-c5d06a7ae5cc,Remote,11
8407d7af-c2a2-4b54-ba25-524f06290484,Self Service,54
e5428685-8308-4260-be0d-416d3687ac5a,Self Install,7
6f114443-2e30-43dc-bbbd-a739e179b4ef,Self Service,12
bf22bf8f-9d78-460f-aec6-aea163fb9525,Self Service,26
835e81da-ef07-4ec6-8538-55cceda8f54a,Self Service,0
a723d5ac-e6b4-4449-bbb7-698e7972b900,Self Service,27
5a6ca23d-8ed0-4bb1-a1d2-28fc7d522f0c,Self Service,185
d79f6c6c-4849-48f4-b7da-e897c248cc0c,Self Service,1
7584b364-8b88-4e7e-adb4-97fcd5129006,Self Service,0
e577382d-9c09-4528-b341-91fab716155e,Self Service,1
d89ebeaa-257e-4eea-8f9b-0d0972656854,Self Service,13
d6cbe902-0118-469d-90d9-56c6e19dc93e,Self Service,6
4bd78e25-17c5-4c94-afd5-f0a6abab3f9f,Self Service,2
9e9250f4-b2b3-4cd7-9fe5-d4eb75ca11d8,Self Service,4
48ca4c4e-8176-42bd-a3f4-310e12319d22,Self Service,6
782144f8-7809-4b8e-975b-c10c272da2a6,Self Service,4
57cda3de-5282-433d-b5d0-948a02cbfc29,Self Service,34
07cfa4c7-439d-487c-ba08-c724dcf7b520,Self Service,20
ae29f177-223b-4689-8e5d-19885415eb34,Self Service,162
3eef5f8a-1d7d-411f-8df1-d19a51f26035,Self Service,7
31835d63-de72-4260-811d-d32414ea17f6,Remote,2
226ba7f1-773e-47ed-8952-cb9080dbd46a,Remote,11
ecde2c4c-770f-4f8f-8d4c-35819adac863,Self Service,42
5b1018cc-b660-48c4-8001-c36cc399c806,Self Service,28
38c23ea1-269f-43cd-b48d-c36c8777e146,Self Service,4
f341e597-da31-4523-a66b-1f14301d735d,Self Service,6
c9e87b14-9054-4384-8ab4-dc4df77642b0,Self Service,22
a278b2ac-4ef1-46bd-9d20-079f86886106,Self Service,14
50046cea-dc13-4ddf-b84d-f2bd2180b9b6,Self Service,13
38138241-9cc2-442b-90f8-09e9c6781900,Self Service,11
7727640e-7588-4477-904b-d71bf67d8af4,Self Service,0
bceacfd2-1f53-46a7-900c-e5ea497d60ca,Self Service,3
0e9f34da-141c-4e37-be0b-4be9cde5849d,Self Service,31
52d654c4-c9e0-4cb5-a80b-08e9e2e632a7,Self Service,29
6ac42dfb-7b29-4db9-a47c-df3ecabe4ddf,Self Service,7
0a9ebbcc-614f-42e3-a6e4-c41b8f26249e,Self Service,5
80f4b011-04c8-404a-b4a8-f2b125fe1de6,Self Service,3
27e9dbdb-b554-4666-b7b8-d7670238fb30,Self Service,5
d9c3a80c-95c4-4259-a800-89e560c0ca64,Self Service,10
a0ee318b-23ab-43a6-97b0-c12475c6696a,Self Service,28
b3c577cc-8e75-4c07-be1b-d3ac6310f0f5,Self Service,11
489301c3-2985-4ab1-bbcd-d2c20704794f,Self Service,1
4d18f789-7c49-47a5-b2c6-b73022db0a37,Self Service,0
93538eae-0d51-4015-9426-23df3aa24cf9,Self Service,3
6f1442c1-8c8b-4571-8d1c-7f64372237ed,Self Service,2
51a5f33c-f3fb-4c2f-9c53-df5c6ae935e2,Self Service,11
e1b3307f-3e7f-4ec2-8f69-3309ff5e6ff3,Self Service,51
144e6955-4355-4b70-af46-f11fdcd98998,Remote,22
3795e3db-2355-4597-9717-60702c354380,Remote,16
1daaabed-48b6-40bd-a2d7-31bcd2af1056,Self Service,1
3df6da15-c7d0-4af1-81e0-f5bfe390e037,Self Service,2
302b925f-8b05-4f0f-b64a-9702d5fecd0d,Self Service,8
a149028b-f06b-4562-aa10-3465e0d336ff,Self Service,1
66e3896f-30c3-44d8-9c27-d7308938a3d1,Self Service,1
cce3015f-7b5f-4053-8fa4-983d7969829c,Self Service,12
d314aec4-eeba-4590-b703-2b7e00e209fd,Self Service,9
8deccbb2-0e73-4686-826a-f7374b3d8849,Self Service,8
afd8ba7d-4cc5-46f9-b3c4-ae47e1814535,Self Service,1
4a7c4ba5-e4e0-4b7e-821d-64ec1f07d169,Self Service,51
51eeb1f3-cc26-4fe2-908a-59740d008d56,Self Service,6
74cf1bfe-a148-4f6e-a2de-2b456d036729,Self Service,17
9e1e96d5-f8e2-43cb-99a2-49f8cda953a7,Remote,5
7f953f26-84e3-4913-9214-a0f1736573fb,Self Service,7
e3147029-3e4c-43c3-a2db-17acdd0b7832,Self Service,7
c5b9b678-c4c5-44d3-83e2-fc09b8477cdc,Self Service,6
10c42294-8023-4378-bca0-7a3929d3129b,Self Service,16
0815d023-423c-4e8b-825c-e581064d6f79,Self Service,13
2ba0e4e2-5da2-44bf-8cfa-8046201929f2,Self Service,4
f4164be6-823d-488d-83a5-2ca2ab44d6b1,Self Service,22
943dc6ac-78e6-4552-a1a0-71855b4cfb21,Self Service,35
655c3456-514f-4571-a468-91ef7c4a7fd3,Self Service,20
7f3ab130-18d5-46e5-8572-d72a8491b242,Self Service,31
affcdd98-ce8d-4765-8f91-f3a66c039cc5,Self Service,55
aa13ffed-2db7-4005-80eb-0f4c378d88d5,Self Service,9
0c1b91b0-43e8-40d1-98b3-59bf40693283,Remote,0
564eadd6-b3ba-4468-8e33-46f7b6f228bc,Self Service,2
4729ad53-ef2b-4821-927e-0c93bb794ab9,Self Service,7
537003af-3276-45a3-b14a-6591f8513fdd,Self Service,7
f80c0f2c-c29f-4756-96ba-7298d5888eb6,Self Service,8
4269bf07-7e0b-4b43-b3b0-dcc32bbab033,Self Service,52
174fc0af-b694-4347-9c15-4b632dc80a2d,Self Service,17
29736456-819a-4295-b5e6-bf5d8975416e,Self Service,11
4139a2a5-a409-4339-953d-d0671bcc4c2a,Self Service,3
a9dc42b4-78db-47bb-842b-ee5ad32ad993,Self Service,42
c1c8bba1-45a9-4b24-9da3-e74fc90fdc24,Self Service,3
94556fe4-2470-4cbd-ad66-5908b35b6e3d,Self Service,21
f0d2a726-a9de-4f4c-9ed7-6981271b4254,Self Service,66
8004bb7b-917f-41af-a1e6-c7e7f6df698f,Self Service,0
3f14e964-f0c2-45d6-9ba2-808872054496,Self Service,18
12ee0972-deec-45c8-9740-59451936e0c4,Remote,5
5af842d5-19fc-468b-ba21-9e62b75f78fa,Self Service,5
18894470-7f12-457e-ae49-8a700fa635ef,Self Service,0
bfb55216-65e5-4a09-84a2-9f966aa50df6,Self Service,50
9ccd15f1-3190-429b-b577-ac6da6080c1e,Self Service,34
