RESTAURANTID,INSTALL_TYPE,BOOKED_TO_WORKABLE_DAYS
e4172c42-2631-45ea-9631-410870624159,Self Service,15
07cc7bda-c138-4dd3-a194-1d5fafa6a20b,Self Service,0
7e9ff3a2-5ae8-4a4a-9e6e-40bdd48f9d07,Self Service,1
728b2295-1f11-43c0-923a-3184d3d2e345,Self Service,2
1e8d86d7-ef97-4818-82de-ac02393a16af,Self Service,2
8857b988-89c3-4d29-8366-94387d02e45e,Self Service,1
460a4e93-7772-4a52-a7fc-22ab5bfeca78,Remote,14
1a82b06c-1d8b-4296-8364-96fb41d94e9d,Self Service,14
199f7417-4368-461e-aff7-e3269c0fb9c8,Self Service,18
81aa93b8-133d-451d-9c6d-f91a406b131a,Self Service,84
b53e95dc-4b53-42a4-94b8-b5f000ea603e,Remote,1
4f11f6a6-bebd-478c-a12e-f626069c4d87,Self Service,10
40990add-bdf1-4bd7-a646-cee3b97f9c84,Self Service,1
813271a7-9c1d-429a-b1dc-da90cc24d9c1,Self Service,26
bc8182d1-dc1a-44c5-9da7-d673c487aa1e,Self Service,5
4624cd52-d7bc-4d74-8f8d-5e843f4b6feb,Self Service,1
fbc9e09f-f419-4054-bccb-d2ee15c1d9b3,Self Service,57
06462990-0a60-414a-9914-e6b3d8ffbb33,Self Service,7
d789ffc8-a85d-4945-b78d-7ff3d536a28a,Self Service,18
43c29076-4298-4e96-8cdd-f1f07a5fac7b,Self Service,2
cb553cf7-636d-48d5-80eb-847bf5f90f5e,Self Service,154
419fd7d3-40a2-4fa4-a85f-db07b8482d62,Self Service,5
c9a934f6-f386-4c30-b798-ce663d3bcf73,Self Service,3
9b070024-d3e0-4841-a050-d9a15ac5481b,Self Service,5
72712f02-88c4-4315-b762-121504a7379a,Self Service,0
40539d14-4049-496c-898e-6bdb70bbdacd,Self Service,9
85ad3204-8840-48de-a75e-69e52c2ac0ca,Self Service,10
07ded6ea-e424-429e-bccd-67761bc63036,Self Service,12
405152ad-3448-468c-83c4-c0e4320a85b9,Self Service,53
2ea42af4-5980-4915-92e2-a56263646336,Self Service,13
7cc7c496-3ff4-4046-a7aa-a5b7f41fe126,Self Service,51
21559e97-2b2a-490f-83c6-6488eaf454cf,Self Service,19
2a92ae5f-b958-4e22-b238-15af058c75d6,Self Service,32
a2de0581-2a44-4a2e-9ccf-d04724bcb95e,Self Service,2
5afc5648-ac28-4a0c-b04a-e712eb45793a,Self Service,31
02ce3e62-62fc-4f7e-8677-9b944497fdba,Remote,20
fe6fc0bc-6f89-4f51-b07d-1c361e11196a,Self Service,0
e35596f1-d990-42e7-8056-011b763b03a3,Self Service,6
511a9f7f-8610-48d7-9473-f40a0b7651c0,Self Service,15
7f3d33de-d0a1-41e9-96e6-3f4b7e2d2a24,Self Service,1
4bbab2c3-40c4-42b5-b463-dc2a46c54736,Self Service,41
8bbd9fca-3d5d-47c0-8fae-89042ee585c4,Self Service,5
a65a9fbc-8fe4-4204-90d2-901c96c43c0c,Self Service,8
5ce9d2c9-461a-4f86-aed1-168a96ab6141,Self Service,14
edd2536d-ac83-4aae-ac9a-848e76774c4d,Remote,9
64b7e3a2-28a5-4f2d-86a1-964c77636bfc,Self Service,35
f4129fcb-cb68-468a-b86c-ce03e6e46564,Self Service,41
eece938a-f70f-4da6-a7a0-ba967c54d516,Self Service,24
1d9e92b1-46dc-4555-857c-53860e25c0ea,Self Service,31
3a060b2a-ece0-45fe-888f-cc7437c35227,Self Service,0
eb08851b-23cc-4546-ad75-8fea119bb908,Self Service,9
3cc72dfb-c22b-453d-bd48-83d3c5fe52c6,Self Service,1
af19ef68-cba6-4ac6-9d4e-3223eeba3b01,Self Service,61
36abde6c-d2b9-4ea6-9c19-7c60ed02c496,Self Service,22
3228d18c-8bf7-46de-b1fb-7a51f28ca7e1,Self Service,24
5ae39412-d3c8-4b93-bd00-fb5e944800b0,Self Service,14
8f9faa38-ccb9-4e3c-af73-d0c6a521a27b,Self Service,65
efb6221a-74b0-43e5-ab38-bad3646e8458,Self Service,34
8d866439-5c6a-42d5-943c-2a8526de4507,Self Service,7
9c3bebb2-37ff-465e-8c9a-6ec68e29cc24,Self Service,6
2fce322c-2c39-4af4-a45f-a958c6d6829f,Self Service,29
a47db34b-1614-420a-9f50-52cd5b52b0b1,Self Service,5
7497b464-e288-4b14-bffd-5297ecdc0f59,Self Service,0
08a714e2-7a3c-4db1-9fcf-ea0035ee32a7,Self Service,13
3d66175f-9ade-4a59-a5cf-7f043606117c,Self Service,126
877febd6-6b99-461c-94a1-f1da9322c972,Self Service,50
b1daf388-c809-4da9-8f19-50a8d49d8012,Self Service,6
ddfa8055-e40d-481c-88d1-3ad5f3e3d360,Self Service,3
c4cb1b56-c9c4-4340-b3c7-aaf9017d78cb,Self Service,22
a9d4c6a7-9a9d-4d43-aa1e-35e958349041,Self Service,1
7c1a5db6-8dd9-4d96-a61d-ce1370558337,Self Service,101
375db54b-a8d3-4d81-96ee-1c2f67d396cc,Self Service,34
afa5a089-241b-42a0-b136-3f9aec167178,Self Service,10
854fdd52-b21e-4b87-9d3c-0592f6e4a252,Self Service,24
e6d524bd-b20e-4105-b5d5-3aa05302fb53,Self Service,15
51f05a5b-3702-4616-a2a8-c6583ec18f7d,Self Service,9
5951538c-001a-444f-9c3f-ca4b6e0a1533,Remote,2
c7fb82de-0138-44b6-8c51-83a4192c354c,Self Service,18
5d599dbc-10cb-40af-a475-3b337e2bea21,Self Service,59
ee779370-81e6-4434-85f8-20012e63485c,Self Service,3
76b74dde-6ace-464d-b325-3eb64bd59917,Self Service,1
a91079b0-22c7-4b42-9735-cd495cc99062,Self Service,6
106f6c00-52c0-4ea8-bcc5-6d283e9d7cb7,Self Service,1
964668df-2720-447a-8dd1-3c730e511bba,Self Service,30
f7984969-eef3-4a5e-a766-af1fae91b6f8,Self Service,27
2e05bbeb-aaea-475d-9b2c-dd939b455276,Self Service,15
ab7115ff-fa89-4323-997a-0a4d4543c2b8,Self Service,6
fde852ca-bc52-454c-945a-c189fdae0743,Self Service,61
646d4551-8ed8-49d7-bc25-079f7a230580,Self Service,1
4b326ac1-662a-48d5-b3bc-a6a6de0082ec,Remote,7
35e67306-8809-4e62-b15b-4acccd3db795,Self Service,0
4f3dd26b-432b-4165-a205-f423aab27201,Self Service,1
bb11822a-cd78-4179-bc23-b992bbd4b7d4,Self Service,12
74ac9bb5-5e76-48f5-9218-6ddd25e208ac,Self Service,1
6f20ba22-19c4-4076-b5bd-513c62c85955,Self Service,1
7ff2e29f-740a-411d-bb92-f88bf42e9968,Self Service,8
afbd0431-d2a3-4d3c-af72-896b80eb7e97,Self Service,3
add39fff-4553-49e2-b04a-3b0fc93b415d,Self Service,12
7a66c568-408f-471b-a447-3e9e658da488,Self Service,15
ab6897ae-f4bf-4082-be73-bba86b162cc5,Self Service,15
4e8f595d-819e-4ee0-85cb-81a3f0bc6f6a,Self Service,13
30900b26-acaf-4fc7-894e-67f07123da6d,Self Service,3
c0b64231-20fb-412b-95f6-76de7ae5187f,Self Service,24
872159c9-c445-45e8-9669-e9151655583a,Self Service,218
0d626003-f95a-4819-ada0-ccb6749b2eaa,Self Service,3
c448d09d-2ace-4fd0-92d2-4f31c01b1e0f,Self Service,7
96e30d9f-2352-4bdf-93bf-5a1291ea81c5,Self Service,1
431bc984-982a-427b-a478-661c2a84226c,Self Service,26
866ed63d-3779-48ad-9e26-51af04aeb226,Remote,2
25c3ae21-a713-4e14-85ab-66261a7ccea6,Self Service,7
98a3a04d-700f-43db-af75-33173ec35cb4,Self Service,28
afbb3b08-cff6-4cc7-accb-6bdaa251975a,Self Service,12
c8710c1d-fd0b-4330-a844-dce40a9a99d7,Self Service,26
6c86ee97-72d9-4d49-97e3-755653c347a8,Self Service,27
663de06b-c75b-4e3a-9bdc-4d69dabec93c,Self Service,5
c138731d-4157-4a3d-9f02-9a4b28eb9ab0,Self Service,16
f74770c7-a31c-4dac-b179-3c9281f75a3a,Self Service,14
f4775888-2c3f-4e45-be73-4a85e0066fe6,Self Service,4
ab13453f-8b13-4776-81f4-12c3f2abf4f3,Self Service,20
c207bbe2-f3c2-492b-95b9-65682a0f6962,Self Service,15
821c3caa-ddb1-4ae8-a233-7940ea29bac4,Self Service,9
64a2f7c6-eab0-47ab-81b7-d0c501708201,Self Service,56
365bd554-635f-4b28-9d70-09c730db72da,Self Service,26
058487a7-df18-4949-a6d3-50589ed6ab91,Self Service,6
09bb1f1d-236c-497b-9f8e-046ef24b3656,Self Service,15
8f1538de-27a1-40eb-9ba6-8ab856a08f90,Self Service,19
e5db4d0b-1da2-453d-ad3a-9f49ffadb1b4,Self Service,16
0b121478-7244-4590-864c-a6ccd94df964,Self Service,57
bca470fb-3a61-472a-bb8d-8c05e06897ff,Self Service,7
68bc9b79-e4d6-4be2-a1d9-532e54477a2e,Self Service,1
30265530-ab63-4cb4-aba8-48f925603929,Self Service,7
ad20cd8d-10f4-44dd-b2f4-ec9b72412296,Self Service,65
e55a26f9-2551-41b6-aa59-752b41a2a3bb,Self Service,14
5db23293-c16b-42a8-ab59-8dadf9f42565,Self Service,20
19fe8296-6c39-47ec-9a5c-4227ad6b4ecd,Self Service,3
ec181a9f-9ca2-4288-b7a8-6fd460e0b0ee,Self Service,0
be73eabc-1b3e-490d-97a0-19fd7ecc9db5,Self Service,5
4cb3baa2-0583-4921-8a46-674bef80617b,Self Service,12
7dfc4791-7892-4b34-8d3a-44b75b7451b6,Self Service,27
352ca8f3-dbfd-4184-a20d-58471db0b433,Self Service,0
6caa1119-9a66-45d1-9223-e6749b22d638,Self Service,2
a210d576-077c-4df0-879d-02f290c1b5c5,Self Service,35
ea33182d-dcf6-4007-9609-a5f725ca4953,Self Service,11
fda86034-24ec-4076-b3d5-f359d96732c9,Self Service,22
de51f79f-fdc0-483f-93f3-35ef2c7abd47,Self Service,1
33e6115f-bd86-4965-b9a9-fca920d75cad,Self Service,3
c229fa45-4ca0-40a2-bd07-1eb37f7bf555,Self Service,6
1fe1423e-55e2-4906-a395-09ffa4a151c4,Self Service,13
59e42f6f-f6e2-4d42-8028-135ae42884a2,Self Service,27
9e9e7865-d113-4ff8-83eb-78ea1efd809e,Self Service,13
999673ef-b98c-4766-b504-a99b0baac46e,Self Service,2
5a6b6f8d-12d3-4c16-9c12-444d2f2bbed0,Self Service,18
ab9335bc-be81-43c8-aaca-55ab9bc5432e,Self Service,2
f435598b-9f10-49c8-9501-d49dbc9c88af,Remote,8
f1e60be6-af07-4b2a-967a-7e9b92b451d7,Self Service,9
d45cb5fc-0796-44b3-8282-9465cb5e1d92,Self Service,2
2370659a-df56-40b3-8b21-e5da0cf669dd,Self Service,1
182a7aae-8da5-48fb-ba9f-9f4c0646c6ff,Self Service,3
7ee39e4b-76b1-4f28-bb12-1541e787776e,Self Service,16
6b46ded1-114e-4dcf-a621-402409a738ac,Self Service,8
15c790ba-1af7-430a-829d-005178171ec1,Self Service,5
bd390dff-2c11-4ac4-81e1-b4ef83dfb6e6,Self Service,0
83820b1a-298e-414d-bfbd-3f657b8e1cd9,Self Service,19
a589840a-523f-4bda-92fb-c7911143b080,Self Service,1
fdc37fab-4b67-4e79-8a1b-97b212f16d3e,Self Service,10
d3644cd1-ce3f-4374-85cc-45bec1e55578,Self Service,40
84d99f0f-613e-49c8-8a30-6471ef7462df,Remote,20
008ca5c7-4fc5-46be-8a2d-f0e781ae0b43,Self Service,0
958504cd-6082-4933-b734-26334ffd2023,Self Service,6
d21c5bc1-4170-42bd-93b1-52a5dea585ae,Self Service,0
a005b321-dcab-4ae9-9b72-b4ea73d9eee6,Self Service,45
352cbada-eef8-4e2d-93f0-49eafc64dd7e,Self Service,3
33a5af9c-135f-427c-83dc-3b7fbcc1fb0d,Self Service,8
b1eb89e9-08f0-414f-9f6a-5bde8a633918,Self Service,28
091c5ae6-792c-4af3-957d-69b84c03d9de,Self Service,14
84b0f875-9ed6-4c4c-99a7-8cdf26379d5f,Self Service,15
7b1a13af-c995-4228-9550-f7019232b1cb,Self Service,14
487c5091-cb94-4aa9-b3bd-5397868bf1a7,Self Service,7
0c05775b-6a2e-4dd9-9ffa-0f90e113d3df,Self Service,0
de4c11d8-fddd-4558-aea2-07ab2bff07b8,Self Service,27
d691b046-6a61-4090-a3b2-dcc35e66cad0,Self Service,7
cf665f2e-f933-44ca-97c4-df7a73926561,Self Service,3
73944c27-784a-4107-8835-60041f11950d,Self Service,5
197d7a75-3c19-4f56-a3eb-bcf296714fe7,Self Service,31
7a2ddf11-c386-453b-888f-82511ba501c5,Self Service,125
e3de915a-878c-45a3-a9df-7b08510cd059,Self Service,15
a4dfe49c-9550-45e1-8bfe-2440654eac6a,Remote,44
54c5fc6d-f888-4d3b-ab3f-7f27e3da13ac,Self Service,0
dbc47cb6-ba96-421d-b684-47069de6cd8e,Self Service,69
15276cda-d16b-4d8a-b92e-17d48fb60c9d,Self Service,43
88e06532-6954-42ca-ad58-38419f021fa4,Self Service,20
8e0d924c-bb59-4d53-850d-a584562415b7,Self Service,0
1c4826cf-dc31-4b79-b5a3-6f04a04bc276,Self Service,9
0636c067-62f8-4120-9b4c-1b6bff281a5b,Self Service,30
f00f93b5-802c-4f6f-a1f2-b7f547fedbbf,,8
077ddecb-b04b-4150-bf47-6a79896e4f49,Self Service,0
0073b201-ba5a-4ae2-89ee-8a1d8388af55,Self Service,46
b1d8c830-fa2c-4170-babc-dd1ece2f1760,Self Service,25
3035150f-ff7f-45c5-b9c0-b0e6498741cc,Self Service,12
bacff7ea-fdf0-4483-9784-1de1a45a7061,Self Service,1
0eb00aa8-aa08-458f-84dc-71031d3c5974,Self Service,8
37f8b752-cf20-40e5-8b62-7d50e83a64e4,Self Service,6
bad04c05-53d1-4d50-90cf-6a53a27e2681,Self Service,74
ca3ef31d-d5d0-4462-bfc1-e84f8924bd92,Self Service,22
f0890942-1559-47bc-a121-63897f98284e,Self Service,2
39210957-9437-4bb7-afe9-3d4db92a55eb,Self Service,13
e525e113-46ce-4c96-8edf-0023f7074587,Self Service,52
59a4d7c7-8b47-4e6c-a203-bf84093831f0,Self Service,7
71569a89-d94e-45fb-9420-c85100a38d5a,Self Service,7
56e67f99-d7fb-4757-a7b1-8d7b7d7b4116,Self Service,5
ba874411-e939-41c6-b28e-832c2f9c8d3c,Self Service,2
6f00bd6e-9f79-4802-a9ce-c9ac8001f4b0,Self Service,210
473e7ab8-8ac7-48be-ad40-ed4b84b4eddb,Self Service,5
9b0aadf2-a632-433a-a0c1-9e57649b04cd,Self Service,5
1006d625-9f78-44a1-9d47-456c90953f6d,Self Service,41
854e7fd2-a243-4c88-9a32-4d7ea74ffc98,Self Service,13
f0ea6b76-679e-4cbc-ac9b-396f8e18838c,Self Service,10
eb6b7d61-1373-479c-8957-43ad0f933ccf,Self Service,7
40e7f645-8622-4aea-8034-d6bc32fbd890,Self Service,8
063fbf1a-411d-46ab-a5d0-073f9d089590,Remote,6
0bcb5bef-31eb-4824-a7ad-ca07dc7d9086,Self Service,14
67c5aaec-3048-4259-a59b-fedaf6637777,Self Service,1
e41bc8ec-166c-491a-96e6-bc6672d56148,Self Service,12
56131fe0-2035-439c-85fd-86d7a2b888fb,Self Service,27
b9ab642d-d15a-4b34-8b61-7f8f5c9f2d37,Self Service,14
fb291f85-6642-47b2-922a-b8358b510814,Self Service,7
a30f6c56-3cfe-441d-88b9-c0bc771d6007,Self Service,9
5b0e372a-55d9-4774-8078-806e6f4c4871,Self Service,26
f1b5230d-91af-4cc8-892c-e085f1e44649,Self Service,21
82bb1d2a-9331-4602-b690-d1e85b21ec2f,Self Service,1
50742c2d-e498-4b9d-b947-220bbf4929f4,Self Service,1
31f37eb6-6473-4e0b-90fa-f337d6965c08,Self Service,6
a51b7746-aaaa-4f61-9ea0-be4cdd95ae99,Self Service,10
cd98d035-ea2b-4f24-b159-a3ed62e7f693,Self Service,4
7988f62d-d5dc-46dd-bfd0-dee3a3995815,Self Service,8
d529851c-0eb5-4891-b7be-aa6c8b597c04,Self Service,25
592230dc-22c7-4e31-bd56-762fb42080d7,Self Service,20
0eecf8cb-26c8-4da5-a33a-99b729540c13,Self Service,5
a9f3ecd7-3bb4-4545-a447-4ab5491bdc32,Self Service,167
5e9fa12f-b088-468b-8cef-8c261f1f65e0,Self Service,16
3399db5d-532d-4799-905e-df0bc339eea6,Self Service,6
4e0e458c-48f2-41ce-a0ed-21a56a0c4dbb,Self Service,13
244915d8-f32e-40a8-a39b-54400e1649f5,Self Service,5
462adbe9-d65a-420a-a9f1-f18e623f50b3,Self Service,15
f9fa5ee0-0a72-4929-bee6-99b172fc3d37,Self Service,18
7fcd4378-38d0-4136-8d5c-53ec492f3868,Self Service,0
2906639e-5895-4ddd-8e7a-43bdd4a2e973,Self Service,2
4df29b0e-3bd4-4de0-8622-6938140c4988,Self Service,41
878f2515-0d75-4383-ba62-0f9d8da2ff31,Self Install,8
60b66608-0a47-4fc5-82fb-d6ffd180871a,Self Service,10
78bfb76c-6ac6-4e14-b2c5-939d077b034a,Self Service,13
2f6266b6-ccd2-43af-b74a-c27bcba3ca89,Self Service,11
12a66604-3a66-43ee-8947-c8ec713501e7,Self Service,34
54021487-c5b4-4307-a515-063ded89fc03,Self Service,27
e7a44254-6bc2-4fe0-8851-e624d919b272,Self Service,7
89017b1b-438a-451b-9a59-a6d6f9bc6212,Self Service,19
97d701d2-d5e5-4eeb-9b7c-1f2664954f72,Self Service,7
6d40083b-bece-42b7-ba15-e6240753dd1d,Self Service,73
3485b349-a6b8-4496-b92f-c4d7474de290,Self Service,1
6449cf0b-a12f-4d49-98fb-a672dc5594a9,Self Service,0
94a45fcb-890c-45dc-ba7d-a278d3f3e3be,Remote,1
acc78ae7-4be5-4ae1-af8b-9f99f16a8844,Self Service,77
0c88f979-9d60-4d2d-b604-b693691576af,Self Service,20
ea2fc418-b65f-4275-93ab-8f969c633000,Self Service,18
246fd858-c3b5-4a11-a114-637262f898eb,Self Service,31
4ae0457d-adfb-4eb3-8d25-b63fec21b299,Self Service,12
3e2087aa-a264-439f-bdbf-2f1e985dfc35,Self Service,1
a2712469-84b9-4bfa-a5b7-9d34e74a816a,Self Service,35
0b3e93e1-1d9f-4809-b4a7-ff33f15e9fea,Self Service,14
7fcce2b1-e86c-4922-935a-ca5306770504,Self Service,19
84a44528-cf25-4e0c-8989-5fbc9d0879e6,Self Service,6
7116fbc8-93d0-4ba6-8c95-e3086ef0add7,Self Service,6
673050cf-5bf2-4b82-a81b-52bf1a54d5fe,Remote,19
3a839e7f-7b8c-4bb4-843c-03e2e916e110,Self Service,8
93685a57-066a-4412-9c06-cf54c9d1c55f,Self Service,8
6325f041-b7fe-4fcc-8451-f965a647e301,Self Service,1
1096d984-e45f-49c5-aae8-2a5a56de9fe4,Self Service,5
153efd56-815e-4fa3-bbd7-8e145250f99e,Self Service,19
1edc3d92-ccb6-49e3-88c1-c8ff8694b91c,Self Service,23
abb362ff-49e0-4d5f-9a44-fec260086a3a,Self Service,31
b43c4092-05f8-4564-9d44-0f17e6ed37b3,Self Service,7
da198494-9013-434d-b750-f758745da0e3,Self Service,32
cf1471fd-1b46-4f17-9028-21a0ed93248d,Self Service,2
45585214-98cf-49c0-a8e3-c40642c584ef,Self Service,6
71c90327-c534-431f-b57e-ec13f115bec7,Self Service,11
14c31bb6-d411-4efa-af5d-dbb3d1feb02a,Self Service,3
6f31d6bc-53e4-4c27-b19f-0c533c3e547e,Self Service,2
c379d80d-2da7-4013-a94b-b1bf222641dc,Self Service,2
74dce88b-6086-4b54-9fa5-319294c3ed43,Self Service,101
a63d18da-6d64-439f-a9fd-8eed0f60f4f6,Self Service,1
377eb4cf-c7e7-462f-88cd-2c9e9cf2ee5b,Self Service,14
99290246-284f-43c8-bb60-a0efe2db96aa,Self Service,2
7d7a36af-8a4f-43d8-8c20-b3e90b3fa2b4,Self Service,1
6edd4e0c-c1bc-4e80-b49e-dcec2c84814a,Self Service,3
73ea77ea-c8f9-417c-88cf-ed34778a7f80,Self Service,20
c49f808a-97f1-4094-8ddc-bd6c9fdde770,Self Service,5
bf2eee6b-5800-40cd-a36a-6b15f89249d7,Self Service,35
1911b0ca-ec6a-44f0-9736-3fbdbf27bd86,Self Service,36
b02f108a-51df-4ed9-98db-4c943bdeac64,Self Service,19
040b8c36-034f-4657-8f1c-8dc2b5190ba8,Remote,25
9b4630fc-31f0-422d-8ea2-dbcd17f34249,Self Service,55
84e2d8fc-9044-4990-9832-1addd9f627bb,Self Service,1
173bfe7f-42cc-4a6b-9467-687fedb74377,Self Service,26
59892532-8a28-4f67-b3ad-8d866109855c,Remote,56
7d135077-303e-4300-9826-f2b0f3cddbbe,Self Service,3
2547b3fb-cc1a-467a-85ff-3389009f2f13,Self Service,4
c4a16b77-f1b8-4fb9-af36-f9060d52e758,Self Service,15
330008c7-79f4-401b-8add-efdb2fa62a9c,Self Service,4
2b106183-667a-4914-a748-0adc245a191a,Self Service,25
55a48ae1-2cd1-4049-9c03-cddaf34f9957,Self Service,50
c27f5f61-487d-4a01-8839-ca6166ea5bb0,Self Service,75
880aa694-a206-45a2-aaa2-eec6c8ad7663,Self Service,81
6a2240fd-962a-42d0-9646-337b69d0ae4e,Self Service,6
c56c1fb4-85e7-4410-a631-7486925e2a61,Self Service,1
997ddf8b-7f15-4f20-a522-7fe43232700b,Self Service,6
7908d4da-4353-48ea-b1d7-c4cfc758ef49,Self Service,1
a82b7b92-c472-4e2c-a4be-997662c0cc83,Self Service,33
08ffc5b2-034d-4bef-86ec-76314e6f8798,Self Service,1
0f917feb-a52e-4b56-b067-5c1b28c3cca4,Self Service,12
f9d5ce34-89d9-4eab-bd3d-99278f5d5b34,Self Service,0
a264dcf4-03fc-421d-85d0-ad03bed6d642,Self Service,10
7c8856a0-849a-4e94-9ffb-d74b1602cd2e,Self Service,5
62ad7967-f35b-4fb7-b250-f48e79256b60,Self Service,2
722fa482-862a-4ad3-bdac-d6f0dea4645a,Self Service,11
2cc9f9a5-0eff-4461-834b-1525daeb4bb4,Self Service,1
f1135c2b-8c69-4d12-a9db-a3a65cb85518,Self Service,13
b72e8598-a48e-4f0b-99a9-f89bfa09ee6a,Self Service,36
78fa5ac7-e1d2-498c-bc65-a3c406ae0d49,Self Service,66
86da0214-b3e3-4ece-878c-71be8b1b7c0a,Self Service,3
fc3c6e3a-06b0-4f21-9138-81c470314ad2,Self Service,6
3b1319a5-d303-41c1-b6bb-114b8816bcb3,Self Service,22
c8256abd-eb09-4cf3-acc9-d9cd96c51169,Self Service,15
a4ca6c5f-4145-4647-a192-b051e03e9140,Self Service,13
723cbf36-f620-4e0f-a541-794d054e4d84,Self Service,21
7eddbc3f-93cb-41b9-8d6f-41aa28509242,Self Service,43
c7053251-77b9-44c2-8c3d-f287c336a9ed,Self Service,180
1e48c576-c64c-491b-8d28-c9089bff27aa,Self Service,7
20b7ee08-369f-443e-b95f-5f7f309dc989,Self Service,41
2b900a2a-0e9c-44fe-a2c1-90543b7802c0,Self Service,24
99a0358e-692e-4f30-95d1-34fe0828216c,Self Service,10
72448299-4340-45cd-8472-41d3f02c6570,Self Service,1
84b93e52-ca92-4598-b64b-da5c4839a89e,Self Service,0
c0f2f2a8-e1aa-44e5-8759-f52bed6fdb33,Self Service,72
123cbb86-7211-483b-99d5-93723b7f7b40,Self Service,53
be44845f-a40e-4e77-9736-3c8275b71c96,Self Service,5
fbf3f473-0f5e-47a2-a793-663421adc542,Self Service,5
d4e038d5-5c4a-4599-a9bf-a0d44d95e246,Self Service,14
af2fb4a8-2265-41e2-bb3e-0e5292c71bc0,Self Service,34
6f6ac73c-77c4-4e17-9998-f16cfb8cb8f5,Self Service,1
af502727-3211-42d5-9462-383ed9ede7f0,Self Service,15
84ce5bf9-a872-4a83-8a0a-bf939a2c64a9,Self Service,4
1c2c3ca6-0edc-4a95-9b5a-1502a850ab0b,Self Service,6
53f544b3-332d-464c-98c6-85af0bf45b62,Self Service,14
4a783f91-c4d2-424a-9a67-77bd50fd76d0,Self Service,3
70c2895e-cab3-435c-a998-5b9d50d1eb43,Self Service,3
f007a2f9-9171-406c-9928-f00346bdebca,Self Service,9
a953a21a-d149-45f8-8bec-0c8b2d4548c9,Self Service,11
b4b13cf9-44fb-4f0f-adaf-b7e0e91f6de3,Self Service,0
2a2de23f-723e-4537-914a-06f5787beeb2,Self Service,12
b319f891-158e-4c04-8328-a4eeb9a842da,Self Service,71
d8c5d2f5-eba0-4c43-a740-13a23dd72e75,Self Service,3
f3467438-2cff-4b9c-90b8-1dabae531103,Self Install,4
ab86f296-e89e-45f3-b92b-5eb372854cd2,Self Service,13
30b31252-cd06-4154-acc4-f8c662558b0c,Self Service,7
efc48d88-34f9-4634-af6c-be41b98e8104,Self Service,1
254715e5-965a-4d86-a61b-8603a834a5df,Self Service,25
593d8d22-1125-44c6-a0cf-81d522ae0208,Self Service,6
79d19f46-594a-4529-a05a-91bcb69aa087,Self Service,0
6e8ef503-e378-4e7d-9673-dd1dc52115a0,Self Service,6
3bc1e993-e20e-40b3-a11d-fb95c8ab139f,Self Service,8
6a66aa89-1595-4240-b1d3-b2d2905c75cf,Self Service,1
14344f2f-b64f-4239-b210-c1b27d7976f3,Self Service,11
1009c819-5e49-4a4d-9a47-c30c2206dfda,Remote,2
ee175dc3-7864-43e8-b3e8-a737ec803006,Self Service,4
9be7b8f3-baad-461c-9a17-65ac8abacb7c,Self Service,55
d8608b18-0c17-4ff4-9cbf-52f921aa5cb6,Self Service,40
ab0f65ad-c467-4606-a47a-194ddf7b020f,Self Service,7
8d15c6c9-5ff1-4104-a813-83882165653e,Self Service,20
f460420d-e635-45e2-9961-09b50fc61870,Self Service,30
eda251bc-9a82-45e3-a3bd-1c74352bf1f4,Self Service,4
2a962c65-f952-4c6c-a96a-326da4a45f48,Self Install,4
7fd2cab2-83c9-4a86-b110-7a0cb3214821,Self Service,1
287743a3-0a7c-4ec8-ab81-a9d9777e48e5,Self Service,8
8425f12b-9554-4380-b2e8-daad92d03df8,Self Service,2
e3e7af36-fa7e-408a-9ba4-0b6d5969b7f3,Self Service,4
29d59b6e-a2e3-4394-82d9-e906190dbb7f,Self Service,33
47d8aa54-d574-45fd-acf3-b7a5c25dbe92,Remote,16
fed4de43-55e2-4654-8186-507c7c4c8c4a,Self Service,6
72df4051-aa2d-49a7-b898-3fc5949e4187,Self Service,4
ac99e170-3a07-4851-b0e5-1ab3964a285a,Self Service,158
c658dd2e-7126-4607-bd64-1d19d7bd2e6c,Remote,30
c28c0319-26fc-4b67-b3ed-7f22b17b80ec,Self Service,7
78f679a4-739f-4183-b855-7d7b7ddd2081,Self Service,20
f7119464-459c-4314-8331-77dd1d7218e8,Self Service,13
7762b006-578e-4bd1-bb63-465d008888c5,Self Service,6
b2ef5b93-5fae-4864-beeb-9c5d7ae32081,Self Service,24
a916fd76-a629-421e-89c2-9e9ca3db8e62,Self Service,8
49612e1a-842e-49ce-ae70-0ca193b19079,Self Service,0
0a620a92-967b-4398-9fae-e0b97f334ec1,Self Service,9
ff695995-6acb-4ab6-803a-2799e65ef4a3,Self Service,4
16b9ced6-907b-402f-9656-54f6c9d610fb,Self Service,3
0dbcb1bf-43f4-4789-aa28-1b5088742ae4,Self Service,1
87a590a2-93d8-4212-be32-a76290b08b89,Self Service,31
d31a641d-d994-4060-9fc1-380583ab0fc0,Self Service,14
f109fb8d-17e9-49c9-935e-2b8834d9788c,Self Service,30
96da522f-2baf-4d6f-b9dd-8f2d9877df2d,Self Service,1
1513a6bb-3e49-42fa-8371-890e2dd0c5a0,Self Service,12
6cae4636-d129-4e84-a5d3-5ae9472e9aa6,Self Service,14
8c7c3fb0-b278-48ae-ab82-9d1630563d7a,Self Service,4
