Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value,Passed Auto GIACT,Failed Auto GIACT,Banking Status,Banking Task Statuses,Go Live Status
"B Dogs BBQ, LLC.",2022-06-27,0014W00002mujANQAY,1bf5a12f-cd34-451c-935f-674bfbac8ec7,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Tacos Andy,2022-06-27,0014W00002muikhQAA,469da581-64d6-493e-9b46-2de6b5b5e6c5,$0,$119.00,,,Completed,COMPLETED,COMPLETED
A&B Carryout,2022-06-27,0014W00002muhioQAA,f8c78240-68d8-4c2c-9ff6-d7ca0414857f,$0,$0.00,,,Unknown,CANCELED,NEW
Paragon,2022-06-27,0014W00002mui7aQAA,5715f2e1-b148-40bd-adb2-b159a3984cac,$0,$0.00,,,Unknown,CANCELED,NEW
The Sand Trap Grill,2022-06-27,0014W00002muiDOQAY,7b0d53a8-ef3d-406a-a439-2a4382803504,$0,$209.00,,,Completed,COMPLETED,COMPLETED
Lagrange Biscuit Company,2022-06-27,0014W00002mui9MQAQ,e6d524bd-b20e-4105-b5d5-3aa05302fb53,$0,$209.00,,,Completed,CANCELED,COMPLETED
Chaplin's,2022-06-27,0014W00002mseEBQAY,06610bf5-1b1b-480a-af0d-ed7cb611ada1,$0,$0.00,,,Not started,NEW,NEW
Bessie's Sweet Delights,2022-06-27,0014W00002muj87QAA,10be86b5-7ae3-49bb-81dd-6c9cac4c73de,$0,$199.00,,,Completed,COMPLETED,NEW
Mama’s Meatballs,2022-06-26,0013c00001sc5zCAAQ,6c000fa5-f27f-417b-b33c-c7ecec3c5a5b,$0,$0.00,,,Unknown,CANCELED,NEW
Wandering Star Brewing Company,2022-06-26,0014W00002muhPsQAI,e0d69f90-9307-4579-a240-c197ebaec603,$0,$0.00,,,Unknown,CANCELED,NEW
Applecherry,2022-06-26,0014W00002muhgnQAA,51a3b61d-2ee7-4210-8249-9d5d24d0cf89,$0,$328.00,,,Not started,NEW,NEW
Bean and Bagel,2022-06-25,0014W00002muhAbQAI,934d9682-af76-496f-8a75-9c8520f54f9d,$0,$0.00,,,Completed,COMPLETED,NEW
Toasty,2022-06-25,0014W00002muh0nQAA,6ca8f734-d005-408f-a4b3-7c19f212b176,$0,$0.00,,,Not started,NEW,NEW
Birdwelll's Vintage Vibes,2022-06-24,0014W00002mueYyQAI,84ce5bf9-a872-4a83-8a0a-bf939a2c64a9,$300,"$1,691.00",,,Completed,CANCELED,COMPLETED
Las Dos Palmas,2022-06-24,0014W00002muebsQAA,dad5ce8c-3b00-4fe9-b4fc-25e8fd5247d1,$0,"$1,217.00",,,Completed,CANCELED,COMPLETED
YKP,2022-06-24,0014W00002mubwtQAA,b391f0c1-0050-49d8-961d-a90a5e017526,$0,$0.00,,,Completed,CANCELED,COMPLETED
Devil Dawgs Smoked Meats,2022-06-24,0014W00002mued0QAA,176be61b-e92d-4da5-9460-3b03bf6bf00b,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Lao Wang Noodle House,2022-06-24,0014W00002muftKQAQ,8cc30fd8-c02a-4859-9358-713a3d7bae0a,$0,$199.00,,,Completed,CANCELED,COMPLETED
Beach Bumz BBQ,2022-06-24,0014W00002mu9uhQAA,d7c1a652-a2d4-4604-bf6c-198de4247416,$300,"$1,017.00",,,Completed,COMPLETED,COMPLETED
Be Iconic Agency,2022-06-24,0014W00002mug7UQAQ,c2e92583-4ded-4a20-8daf-8b2de296a5cf,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Geechee Girl,2022-06-24,0014W00002mufMPQAY,9d167aaa-941a-4ea6-bb1e-6ea44fc66876,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Four Square Tavern LLC John Himelstein,2022-06-24,0014W00002mufmEQAQ,cf665f2e-f933-44ca-97c4-df7a73926561,$0,$608.00,,,Completed,CANCELED,COMPLETED
Susan's Roadside Diner,2022-06-24,0014W00002muebEQAQ,3acf7ebb-cb57-4e84-9bc2-5ed0439431ca,$0,$0.00,,,Unknown,CANCELED,NEW
Creekside Water and Ice,2022-06-24,0014W00002mufjjQAA,663c9776-1a09-496c-9137-5ec248d7edaf,$0,$0.00,,,Completed,CANCELED,COMPLETED
Taste of Africa,2022-06-23,0014W00002muc0qQAA,2b10e6ea-ae05-4150-847d-d58a54867085,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Tawan Thai Restaurant,2022-06-23,0014W00002mucQPQAY,0102af64-b08a-4502-ad15-0558f4670410,$0,"$1,206.00",,,Completed,COMPLETED,COMPLETED
Sila Juicery,2022-06-23,0014W00002mubxmQAA,fa25dce9-c338-4c51-a734-8e17f91663ed,$300,"$2,343.00",,,Unknown,CANCELED,NEW
Food Addiction,2022-06-23,0014W00002muEFrQAM,9059afb2-e77b-4db8-9183-94a8ac9425c4,$0,$199.00,,,Completed,COMPLETED,NEW
Mels Soul Food,2022-06-23,0014W00002mu95dQAA,65a43bb7-e9f8-48f1-b4ac-ab86e99b4efe,$0,$0.00,,,Unknown,CANCELED,NEW
Tres Martinez,2022-06-23,0014W00002mubvvQAA,78d3893a-a7d1-4b74-a886-71723a1c7a31,$0,$318.00,,,Completed,COMPLETED,NEW
VFW Post 392,2022-06-23,0014W00002mu9vpQAA,29d59b6e-a2e3-4394-82d9-e906190dbb7f,$0,"$1,444.00",,,Completed,COMPLETED,NEW
Lake House Bistro,2022-06-23,0014W00002mu94zQAA,f79f4033-3cdc-4e91-81f4-93051c0f0f36,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Mandy's,2022-06-23,0014W00002muKsXQAU,41e9d22f-b727-4c9f-82de-013db94be2fd,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Honey Bistro,2022-06-23,0014W00002mueADQAY,1387dcd0-5b49-49ef-8261-579f0010cbc1,$0,$0.00,,,Completed,COMPLETED,NEW
Ruska Coffee Co,2022-06-22,0014W00002mu8S2QAI,dbc2a622-d755-467d-8ba6-bdcec6d8d463,$0,$318.00,,,Completed,CANCELED,COMPLETED
SSCA THE BUNKER,2022-06-22,0014W00002mu75zQAA,3bf26398-e452-4f88-9250-755455ac83f0,$0,$319.00,,,Completed,COMPLETED,COMPLETED
Larson Enterprises LLC DBA The Labor Club,2022-06-22,0014W00002mu8fGQAQ,d788eb7b-ea5c-4f54-b847-e1317db45e7e,$0,$318.00,,,Completed,CANCELED,COMPLETED
Athens Moose Lodge,2022-06-22,0014W00002mu8dyQAA,5a56217d-e148-4bf9-bcce-367c5c97e173,$0,$0.00,,,Completed,COMPLETED,NEW
Arepa George,2022-06-22,0014W00002mu6AYQAY,84d99f0f-613e-49c8-8a30-6471ef7462df,$600,$936.00,,,Unknown,CANCELED,NEW
The Sweet Coop,2022-06-22,0014W00002mu8IbQAI,1822a598-e82e-4394-9853-ef4fb4a3a799,$0,$399.00,,,Completed,CANCELED,COMPLETED
Samone's Southern Cuisine,2022-06-22,0014W00002mu7mmQAA,0d3d259f-0875-434a-8c17-1d8543207edc,$0,$199.00,,,Completed,CANCELED,COMPLETED
Pie Safe Baking Company,2022-06-22,0014W00002mtckZQAQ,369ec1c1-adc7-4d2c-918d-29f69ee6905d,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Jay Ess Restaurant,2022-06-22,0014W00002mu88sQAA,19dab7d9-b2d7-4e46-8410-e919ddf7ae55,$0,$0.00,,,On hold,ON_HOLD,NEW
Roots Cafe,2022-06-22,0014W00002mu8ZDQAY,2157a248-e59a-4d3c-bec1-75e32ca5fb0a,$0,$209.00,,,Completed,COMPLETED,COMPLETED
The Bay House,2022-06-21,0014W00002mu6mTQAQ,4ea9b0c2-491f-4aff-b9ed-73daee557735,$0,$0.00,,,Completed,CANCELED,COMPLETED
The play pen sports bar and lounge,2022-06-21,0014W00002mu6XiQAI,a14042d4-506c-47d5-904e-8d201e0f26be,$0,$0.00,,,Unknown,CANCELED,NEW
The Eatery at fmla,2022-06-21,0014W00002mu5hRQAQ,08f6b4aa-bcfd-488f-afb7-dde1966ef7ec,$300,$499.00,,,Completed,COMPLETED,NEW
We All Scream for Ice Cream,2022-06-21,0014W00002mu5YoQAI,c1d57ff5-7936-433e-9db6-caa8223f3439,$0,$518.00,,,Completed,CANCELED,COMPLETED
The Hungry Hummel,2022-06-21,0014W00002mu6i7QAA,0e3af7e8-97aa-47ce-995e-bf07a7257ff5,$0,$527.00,,,Completed,CANCELED,COMPLETED
Mt Lemmon Coffee Bean,2022-06-21,0014W00002mu6uXQAQ,895fa8fa-b7ce-43fd-9489-bd6646621ec9,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Thee Doghouse,2022-06-21,0014W00002mu5tDQAQ,57cac983-cbc7-45b4-8c9c-c7279d825054,$0,$736.00,,,Completed,CANCELED,COMPLETED
Kone Korner,2022-06-21,0014W00002mu6YlQAI,1e85a9cb-4d9e-4d2f-9501-493b1ca40c93,$0,"$1,235.00",,,Completed,CANCELED,COMPLETED
The Brew Bunker,2022-06-21,0014W00002mu646QAA,e787df08-cc77-45b0-974f-82619c595868,$0,$0.00,,,Unknown,CANCELED,NEW
Absurd Conclave,2022-06-20,0014W00002mu4tgQAA,395e4f30-fc48-4dfc-bd06-fe0e4727b962,$0,$200.00,,,Unknown,CANCELED,NEW
Plentiful Platters,2022-06-20,0014W00002mu4jCQAQ,0a865bf9-941e-492a-8e07-f2e40c62002c,$0,$0.00,,,On hold,ON_HOLD,NEW
Imperial of Cocoa Beach Inc.,2022-06-20,0014W00002mu4ISQAY,98815c61-346c-4d72-98e4-639f77088be3,$0,$318.00,,,Unknown,CANCELED,NEW
The Mercantile CCCO,2022-06-18,0014W00002mu2f0QAA,7fedd6fd-3f13-4558-88de-68329410bab7,"$2,628","$1,965.00",,,Completed,CANCELED,COMPLETED
EDCO by Yaro Service,2022-06-18,0014W00002mu2hfQAA,49b0d654-acc1-432c-b341-e9aed7def188,$0,$0.00,,,Unknown,CANCELED,NEW
asia food pavilion,2022-06-18,0014W00002mu2MhQAI,17b61548-ff5a-4103-9e5c-89842cbcb4bc,$0,$0.00,,,Unknown,CANCELED,NEW
Naija Bar & Grill,2022-06-18,0014W00002mu2o0QAA,1e9e2356-5c42-4530-831c-c2b19a9921b6,"$1,200","$1,735.00",,,Completed,CANCELED,COMPLETED
Lamars Modern Bakery and Bistro,2022-06-18,0014W00002mu2QZQAY,0801cd02-0931-4b19-8198-910e597f3d43,$0,$0.00,,,Completed,COMPLETED,NEW
Lotus Scoop,2022-06-17,0014W00002mu2CSQAY,cace68d7-ccee-44b8-8521-59341a2cab18,$0,$0.00,,,Unknown,CANCELED,NEW
Three Js Pizza,2022-06-17,0014W00002mu0gVQAQ,c564fa88-c457-4675-8358-de772a5f5300,$300,$817.00,,,Completed,CANCELED,COMPLETED
Hwc clothing,2022-06-17,0014W00002mu0l6QAA,99a0695a-5c23-4fbf-82fa-f4f3f59c1794,$0,$0.00,,,Unknown,CANCELED,NEW
Super Burger,2022-06-17,0014W00002mu1LqQAI,d9a3a0bb-6c47-4186-90ec-9c86f647f5ae,$0,$149.00,,,Unknown,CANCELED,NEW
Southern Popped,2022-06-17,0014W00002mu22hQAA,1394d1aa-74b4-4a6e-b020-52978e5d6946,$0,$518.00,,,Not started,NEW,NEW
Go Go Goodies Bakery LLC,2022-06-17,0014W00002mu1rhQAA,48d3b1d4-e727-410b-9144-20c3adc2bbe3,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Country spice Jamaican Cuisine,2022-06-17,0014W00002mu21jQAA,6853d984-ee47-424d-915c-a46ec80dbfa4,$0,$467.00,,,Not started,NEW,NEW
Korgette,2022-06-17,0014W00002mu1klQAA,affcdd98-ce8d-4765-8f91-f3a66c039cc5,$300,$499.00,,,Completed,COMPLETED,COMPLETED
O Taste Cafe,2022-06-17,0014W00002mu1l0QAA,06462990-0a60-414a-9914-e6b3d8ffbb33,$0,$0.00,,,Completed,CANCELED,COMPLETED
RV CAFE,2022-06-16,0014W00002mu01QQAQ,37cd3350-1384-4e3f-9800-b36f7f6c2d27,$828,"$1,317.00",,,Unknown,CANCELED,NEW
Son of a Bun,2022-06-16,0014W00002mtzgxQAA,7a1850eb-213e-46f8-8c2f-4542b725f186,$0,$318.00,,,Completed,COMPLETED,COMPLETED
LSYF- CO Amber Clark,2022-06-16,0014W00002mu0WkQAI,14f82d51-6485-4b97-8445-d57d573babed,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Amayah’cafe,2022-06-16,0014W00002mu0amQAA,63348468-7f7c-447b-80fd-0eb1230377f7,$0,$119.00,,,Not started,NEW,NEW
FOOD FAST,2022-06-16,0014W00002mu0cTQAQ,976c6190-881e-4ea2-86d7-b42a3c0a1779,$0,$0.00,,,Unknown,CANCELED,NEW
Redtail Espresso,2022-06-16,0014W00002mu0YvQAI,6f030fee-84f7-484f-862f-deb9af03ca0f,$0,$199.00,,,Completed,CANCELED,COMPLETED
Catepolt food and lounge,2022-06-16,0014W00002mu0SsQAI,061c45e3-04b5-4c5c-b996-464ebd4b2c94,$0,$0.00,,,Unknown,CANCELED,NEW
66 Smokehouse BBQ Inc,2022-06-16,0014W00002mtzZ2QAI,a88a094c-5d2a-413f-a5d1-dd24b9b11ae2,$0,$518.00,,,Completed,CANCELED,COMPLETED
For Goodness Cakes,2022-06-16,0014W00002mu0R1QAI,8d896d37-504b-45ee-91a4-9cef9ed9c405,$0,$318.00,,,Completed,CANCELED,COMPLETED
Sad Boyz,2022-06-16,0014W00002mu0NJQAY,f5f13182-ed60-4713-b7da-d628a76af121,$300,$817.00,,,Completed,CANCELED,COMPLETED
Southern Soul BBQ,2022-06-16,0014W00002mtyujQAA,87109546-1281-480f-a909-49f0e9ad7922,$0,$0.00,,,Unknown,CANCELED,NEW
Lunitas Empanadas,2022-06-16,0014W00002mu00DQAQ,aa758030-c81a-48fc-85b3-d6c3cd7acdfe,$0,$199.00,,,Unknown,CANCELED,NEW
Snack & Glyde,2022-06-15,0014W00002mtymzQAA,3c54709d-2619-4ca1-bb51-a11785162b31,$0,$897.00,,,Completed,COMPLETED,COMPLETED
Real Deal Barbecue,2022-06-15,0014W00002mtwCjQAI,6a2240fd-962a-42d0-9646-337b69d0ae4e,$0,$0.00,,,Completed,CANCELED,COMPLETED
SouthStar Farms LLC,2022-06-15,0014W00002mtyLyQAI,387c1a68-d525-4927-b0b1-01e90beb7fdf,$0,$318.00,,,Completed,CANCELED,COMPLETED
CSM Delectables,2022-06-15,0014W00002mtyD6QAI,04d150b9-800d-4d5b-8961-1d7c03d6d8a7,$0,$0.00,,,Unknown,CANCELED,NEW
Sahara Delight,2022-06-15,0013c00001no90nAAA,fec96a1d-90ca-40c1-aea4-5cd044677fd1,$0,$518.00,,,Completed,CANCELED,COMPLETED
Capuanos Italian Cuisine,2022-06-15,0014W00002mtySkQAI,e492d73e-6a25-4595-8bbf-436015ec336c,$0,$0.00,,,Unknown,CANCELED,NEW
Fat Katz Bar and Grill,2022-06-15,0014W00002mtyayQAA,3eb1c6ac-7a44-433c-9663-b461e91245c1,"$1,500","$1,624.80",,,Completed,CANCELED,COMPLETED
Kenna's Cookies,2022-06-15,0014W00002mtyNaQAI,b45dd12b-c824-4b3a-a654-00ddaa937f84,$0,$0.00,,,Unknown,CANCELED,NEW
Me and Jungle cafe,2022-06-15,0014W00002mtxsRQAQ,9ed771d1-32b0-4c81-b59c-a077b453c59c,$0,$199.00,,,Completed,CANCELED,COMPLETED
The Waters Point,2022-06-15,0014W00002mtwEBQAY,5218a767-d87e-4b6c-baa9-3eb046a4fe0d,$0,$893.20,,,Completed,COMPLETED,COMPLETED
Off The Hill at Pybus Public Market,2022-06-15,0014W00002mtynYQAQ,c56467e6-a5bb-4180-bfb0-c719ea9db526,"$1,200","$1,336.00",,,Completed,CANCELED,COMPLETED
All Natural Seamoss Smoothies,2022-06-15,0014W00002mtxumQAA,f0fc91ba-3925-4331-a6d8-4b72f3cc5a22,$0,$0.00,,,Unknown,CANCELED,NEW
Hydrate Juice Bar,2022-06-15,0014W00002mtyCmQAI,e8e894e2-fe4c-480e-b9c4-df4dc7f7d7ea,$0,$119.00,,,Completed,CANCELED,COMPLETED
Chewaucan Station LLC,2022-06-14,0014W00002mtw20QAA,78fa5ac7-e1d2-498c-bc65-a3c406ae0d49,$0,$318.00,,,Completed,COMPLETED,NEW
The Original Sub Shop & Deli,2022-06-14,0014W00002mts5mQAA,bd0c4967-4a50-4f36-89a0-73b2887e6ff9,$0,$0.00,,,Unknown,CANCELED,NEW
VFW Club 3018,2022-06-14,0014W00002mttojQAA,c4cb1b56-c9c4-4340-b3c7-aaf9017d78cb,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Little DippeRz,2022-06-14,0014W00002mtuvBQAQ,48de67aa-aa6d-4e0a-a34a-158868ece307,$0,$0.00,,,Completed,CANCELED,COMPLETED
VFW 4139,2022-06-14,0014W00002mttngQAA,c27deec5-cbec-4eb3-970e-c956839501ad,$0,$467.00,,,Completed,CANCELED,COMPLETED
EllaMeno LLC DBA Kurbside Classic BBQ,2022-06-14,0014W00002mttRQQAY,84dd89d9-9de8-4f72-90e6-694f7838002f,$0,$518.00,,,Completed,CANCELED,COMPLETED
Wings AMillion,2022-06-13,0014W00002mtsi0QAA,5f33f9af-1f7a-4038-b484-09d7d5e54899,$0,$318.00,,,Completed,COMPLETED,NEW
Loaded Spudzz,2022-06-13,0014W00002mtsffQAA,e00a594c-8b15-4d3e-9c98-0ff3cb66efff,$0,$467.00,,,Completed,CANCELED,COMPLETED
timothy phillips,2022-06-13,0014W00002mttPZQAY,20064687-eb2b-4aa0-892f-2aa0844c2c34,$0,$0.00,,,Completed,CANCELED,COMPLETED
Basulto Catering,2022-06-13,0014W00002mtt8JQAQ,2ec9b050-4132-448e-bf9f-51c583235754,$0,$199.00,,,Unknown,CANCELED,NEW
Sammy's Creole Restaurant,2022-06-13,0014W00002mtt2uQAA,bf67c5e3-6e07-4875-b60c-bfb7bca0fe0b,$0,$318.00,,,Not started,NEW,NEW
Nourish Organics,2022-06-13,0014W00002mtsMYQAY,3406f73e-fbaf-433b-94b7-0f01b92d68f3,$0,$0.00,,,Not started,NEW,NEW
Tammy's Patties,2022-06-13,0014W00002mts53QAA,beb8c799-d264-4d3b-9b58-49afc4275352,$600,$757.00,,,Unknown,CANCELED,NEW
Red Velvet Catering LLC.,2022-06-13,0014W00002mtsdUQAQ,7aef6e3a-ac2f-4a5d-878e-0ffd6c5c5ad7,$0,$0.00,,,Not started,NEW,NEW
The Veterans Home Association of Cortez,2022-06-13,0014W00002mtsyEQAQ,fc31129e-e8ee-4580-8226-1627b5d05780,$0,$318.00,,,Completed,CANCELED,COMPLETED
Cool Cats Cafe,2022-06-13,0014W00002mtsSqQAI,562dd245-158b-437c-b64d-2df9fa2996fc,"$3,468","$1,866.00",,,Completed,COMPLETED,COMPLETED
VFW Post 4136,2022-06-13,0014W00002mrXGMQA2,8d15544c-0c04-41a1-8983-f56cf5bfc298,$0,$318.00,,,Completed,CANCELED,COMPLETED
Emerald,2022-06-12,0014W00002mtrfTQAQ,1e3b3cdf-ab03-4ad4-a3d2-8ea7b69c7697,$300,"$1,017.00",,,Completed,CANCELED,COMPLETED
Lake Nawhatzal Resort,2022-06-12,0013c00001o6FCjAAM,80c94c23-67e9-418d-8282-fee3114a2fa8,$0,$0.00,,,Completed,COMPLETED,NEW
Plume Coffee Bar,2022-06-12,0014W00002mtrK4QAI,aca68ef9-a897-4533-b62b-5da304ba3ecc,$0,$199.00,,,Completed,CANCELED,COMPLETED
Kishas kitchenn,2022-06-11,0014W00002mtrCTQAY,6c86ee97-72d9-4d49-97e3-755653c347a8,$0,$557.00,,,Unknown,CANCELED,NEW
GiGis,2022-06-11,0014W00002mtr9tQAA,fc3c6e3a-06b0-4f21-9138-81c470314ad2,$600,$876.00,,,Completed,CANCELED,COMPLETED
The Carrot Top aka Rachael Wright,2022-06-10,0014W00002mtq03QAA,36613aa9-c0a7-454b-8b85-41bd26a5952f,$300,$699.00,,,Completed,CANCELED,COMPLETED
Hornblower San Diego,2022-06-10,0014W00002mtqhNQAQ,8f1538de-27a1-40eb-9ba6-8ab856a08f90,$300,$818.00,,,Unknown,CANCELED,NEW
GOOD EATS,2022-06-10,0014W00002mtqXmQAI,48a17973-e960-4c35-ae06-827a006db772,$0,$0.00,,,Not started,NEW,NEW
Thelmas Peach LLC,2022-06-10,0014W00002mtodoQAA,f05fd90b-afe1-4c00-b11f-49ceda700dca,$0,$199.00,,,Completed,CANCELED,COMPLETED
Big City Scoops,2022-06-10,0014W00002mtobTQAQ,2592905e-0325-4d5a-b2ca-3ff28fd1d450,$0,$149.00,,,Completed,CANCELED,COMPLETED
Sweet Relief Bakery,2022-06-10,0014W00002mtqTGQAY,872e9bbe-d861-4d83-a325-1f93942c366a,$0,$0.00,,,Completed,CANCELED,COMPLETED
Randy's BBQ,2022-06-10,0014W00002mtpTBQAY,199f7417-4368-461e-aff7-e3269c0fb9c8,$0,$318.00,,,Completed,CANCELED,COMPLETED
Angel's Kitchen Mexican Restaurant,2022-06-10,0014W00002mtpWeQAI,1f60b78a-4aa6-405d-9ca2-3bd8ef457b75,$0,$318.00,,,Completed,CANCELED,COMPLETED
"Jersey Dreams, LLC",2022-06-10,0014W00002mtqMtQAI,fbf3f473-0f5e-47a2-a793-663421adc542,$0,$318.00,,,Completed,CANCELED,COMPLETED
Munchkart,2022-06-10,0013c00001p0iAXAAY,715ae439-9379-43aa-bc5d-a7652a6eb72c,$0,$0.00,,,Completed,CANCELED,COMPLETED
SO FRYED,2022-06-10,0014W00002mtotDQAQ,3cfe1bb3-c1ce-4b06-a698-c80fe8119f6d,$0,$467.00,,,Unknown,CANCELED,NEW
Devour Falmouth,2022-06-09,0013c00001okAPZAA2,f7e694d8-15d1-443f-8b20-aee3e1131a97,"$1,608","$1,897.00",,,Completed,CANCELED,COMPLETED
tulio crepes,2022-06-09,0014W00002mtoVVQAY,66b2ce2c-3bcb-42e6-bc34-11369c9ffeb3,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Smoothie Side,2022-06-09,0014W00002mtnZkQAI,6bf1fa58-494b-4656-81b3-821dcd882da2,$0,$518.00,,,Completed,CANCELED,COMPLETED
Greater Purpose Brewing Company,2022-06-09,0014W00002mtnrVQAQ,646d4551-8ed8-49d7-bc25-079f7a230580,$828,"$1,117.00",,,Completed,CANCELED,COMPLETED
Pops Waffle and Ice Cream Shoppe,2022-06-09,0014W00002mtnBYQAY,86e4000e-bc1f-4f33-8073-c0566140efc8,$0,$318.00,,,Completed,CANCELED,COMPLETED
Crazy Heifer Cookies,2022-06-09,0014W00002mtmosQAA,60c0d367-1235-48f6-b2ec-37cf1f839215,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Heavens pizza,2022-06-09,0014W00002mto74QAA,abef45aa-8ebe-4ac7-b2de-c6b6cfa390cd,$0,$467.00,,,Completed,CANCELED,COMPLETED
Shelby County Speedway,2022-06-09,0014W00002mtmVbQAI,8ab65770-a997-49d0-9db2-02d327d456e5,$0,$599.00,,,Completed,CANCELED,COMPLETED
BOMB FOODS ONLY,2022-06-09,0014W00002mtb0JQAQ,08132c3d-03bc-4bc4-bfda-f28e017bb150,$0,$0.00,,,Unknown,CANCELED,NEW
Rail Yard Co.,2022-06-09,0014W00002mtmNkQAI,e85d74cd-1355-4d6c-8529-8b09e98a6a86,$0,$617.50,,,Completed,COMPLETED,COMPLETED
Magical Island,2022-06-09,0014W00002mtoIlQAI,61a93709-203f-40d6-a7cb-5f149a19812a,$0,$0.00,,,Unknown,CANCELED,NEW
My Mini Mart Dream Diner,2022-06-09,0013c00001to58fAAA,ba3fcfc6-2ba7-4e46-8915-60182db736d4,$900,"$1,631.00",,,Unknown,CANCELED,NEW
Craftys Soul Plus,2022-06-08,0014W00002mtlEnQAI,0ca27ea4-a657-4dbb-bcbe-39b5c44ffd9d,$0,$149.00,,,Completed,CANCELED,COMPLETED
Side Walker Ventures,2022-06-08,0014W00002mtllOQAQ,0959ebaa-3855-45d7-b885-5c017ac4227f,$0,$0.00,,,Completed,CANCELED,COMPLETED
Tetrafunk Food Truck,2022-06-08,0014W00002mtjr4QAA,791cdbe6-b515-4a7c-9326-6fada42c3bd5,$0,$0.00,,,Unknown,CANCELED,NEW
Hers & His Food Truck LLC,2022-06-08,0014W00002mtl8QQAQ,db8ae35f-ae9d-46bb-afa6-820e9cdca802,$0,$318.00,,,Completed,CANCELED,COMPLETED
My Oh My,2022-06-08,0014W00002mtjnHQAQ,d6c44f8f-5ccf-46ae-8ace-fc525378ad73,$0,$149.00,,,Not started,NEW,NEW
Amparo's Latin Cuisine LLC,2022-06-08,0014W00002mtjp8QAA,4e8f595d-819e-4ee0-85cb-81a3f0bc6f6a,$0,$0.00,,,Completed,CANCELED,COMPLETED
Port City Taco Fiesta,2022-06-08,0014W00002W7kpRQAR,3e2413a9-93e5-4a49-92fe-6e877bd0c15d,$300,"$1,166.00",,,Completed,COMPLETED,NEW
Heavenly Foods and Devilish Treats,2022-06-07,0014W00002mtjSYQAY,dd3eab3b-fa64-4efa-b4da-6b9ee7badc63,$0,$518.00,,,Completed,CANCELED,COMPLETED
kimi's,2022-06-07,0014W00002mtj1DQAQ,139f0676-5daa-4df1-a848-f518bb6ebb29,"$1,428","$1,526.00",,,Completed,COMPLETED,COMPLETED
Two Crumbs LLC,2022-06-07,0014W00002mtjePQAQ,5a7e772a-902e-4183-b145-4578ef96f86a,$300,$917.40,,,Completed,CANCELED,COMPLETED
Chugg-a-Juice,2022-06-07,0014W00002mtjkDQAQ,c148f6d4-301d-4072-9046-6e0524c67422,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Okie Joe Sno,2022-06-07,0014W00002mtjhOQAQ,eb151ce2-ee2b-45c4-949b-313ca64f4fb4,$0,$318.00,,,Completed,CANCELED,COMPLETED
Ryan Bros Coffee,2022-06-07,0014W00002mtjJgQAI,a707b7f0-565b-43fe-98c4-1a0988d1f05f,$300,$848.00,,,Completed,CANCELED,COMPLETED
Jones Specialty Foods & Drinks,2022-06-07,0014W00002mtjcnQAA,fb1fcf57-5097-4ae8-acb4-2162bd94291d,$0,$0.00,,,Unknown,CANCELED,NEW
Savage Daiquiris LLC,2022-06-07,0014W00002mtiuCQAQ,b94d2147-b058-41f5-bc71-4e99462a671b,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Saucebros,2022-06-07,0014W00002mtiwNQAQ,caade2c4-c9ca-4e79-a962-67304c5eac41,"$1,080",$967.97,,,Completed,CANCELED,COMPLETED
The Red Hot Blue,2022-06-07,0014W00002mtj8TQAQ,f57fb5f6-9dc6-4c2d-90e4-22f4bd6ef959,$0,$268.00,,,Unknown,CANCELED,NEW
S & J Mobile Cafe,2022-06-07,0014W00002mthrrQAA,ee01c972-ba0b-4672-925f-f7ae453baea0,$0,$0.00,,,Completed,CANCELED,COMPLETED
Keto Kitchen,2022-06-06,0014W00002mthUOQAY,d70a45d6-4d4b-4016-9a3a-68b6f991953d,$0,$0.00,,,Not started,NEW,NEW
American Legion Post 280,2022-06-06,0014W00002mtbRoQAI,2a9a2c49-520b-4c71-a3ad-d8480d03788c,$0,$318.00,,,Completed,COMPLETED,COMPLETED
JAS Hospitality,2022-06-06,0014W00002mtgnPQAQ,d7f1d299-67b6-46ae-890c-678a25b780e4,$0,$200.00,,,Completed,CANCELED,COMPLETED
Eatz Vietnamese,2022-06-06,0014W00002mtguaQAA,b72e8598-a48e-4f0b-99a9-f89bfa09ee6a,$600,"$1,406.00",,,Completed,CANCELED,COMPLETED
