Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value,Passed Auto GIACT,Failed Auto GIACT,Banking Status,Banking Task Statuses,Go Live Status
Southern Comfort Cafe,2023-01-06,0014W000037VZRnQAO,5ddd9d29-d709-417a-b4a4-80e58867f049,$0,$254.40,,True,Completed,COMPLETED,COMPLETED
De Leon House of Pies,2023-01-06,0014W000037VXVEQA4,31559f84-b74b-4752-b3f8-235974772904,$0,$0.00,,,Not started,NEW,NEW
Chow Korral,2023-01-06,0014W000037VY92QAG,3035150f-ff7f-45c5-b9c0-b0e6498741cc,$0,$233.10,,,Completed,COMPLETED,NEW
Mamas Muncheez,2023-01-06,0014W000037VY9RQAW,e3195980-0524-4930-93a4-9d5fd396687c,$0,$0.00,,,Not started,NEW,NEW
Heavenly Wingz & Thingz,2023-01-06,0014W000037VYpkQAG,8ceded26-1d2e-4406-a3cd-d97b4a491a64,$0,$0.00,True,,Completed,COMPLETED,COMPLETED
Edge of Sweetness,2023-01-05,001C000001jyIJuIAM,f8346a4c-c53f-40d2-a3c4-68e363d6b1fd,$0,$199.99,,True,Completed,COMPLETED,COMPLETED
The Mercantile Coffee,2023-01-05,0014W000037VWSiQAO,962ee5e8-1575-43b0-beba-3af0f267bfc4,$0,$254.40,,,Completed,COMPLETED,COMPLETED
bella island delight,2023-01-05,0014W000037VVvNQAW,7d7a36af-8a4f-43d8-8c20-b3e90b3fa2b4,$0,$0.00,True,,Completed,COMPLETED,NEW
Louie's NY Sammies,2023-01-05,0014W000037VW90QAG,49a93763-6953-4aca-8d61-d4e93194f811,$0,$95.20,,True,Completed,COMPLETED,NEW
Trail Ahead,2023-01-05,0014W000037VVtgQAG,91703b23-9d0f-4606-8709-6f7a23d96083,$0,$119.00,,True,On hold,ON_HOLD,NEW
The Truck Bar LLC,2023-01-05,0014W000037VX06QAG,ddaa2167-56c4-4d09-bbe8-3177984d5499,$0,$318.00,,,Completed,COMPLETED,COMPLETED
AVOCADO MEXICAN GRILL,2023-01-05,0014W000037VXIFQA4,46839f2e-6e10-4cc9-97c0-e40732808a7a,$900,$0.00,,,Completed,COMPLETED,COMPLETED
Fountain Hills Elks Lodge 2846,2023-01-05,0014W000037VXIeQAO,1b6187b0-15e7-427b-b075-40c6efe4b755,$0,$159.00,,,Completed,COMPLETED,COMPLETED
Caffè Torino,2023-01-05,0014W000037VLHWQA4,13c05388-8132-4609-b375-b1e7b3c36697,$0,$95.20,,,Not started,NEW,NEW
Capital Restaurant,2023-01-05,0014W000037VWp8QAG,1afd7b58-1ed4-4e7d-96e6-e60e59982d60,$0,$279.28,,,Not started,NEW,NEW
Orgullosamente salvadoreno,2023-01-05,0014W000037VX0zQAG,9447c3ad-f499-4c63-8976-267717cff6ed,$0,$199.00,True,,Completed,COMPLETED,COMPLETED
Southern Grill,2023-01-05,0014W000037VWgkQAG,0f6ed569-102b-49c8-9a5d-248a2084a508,$0,$767.00,,,Completed,COMPLETED,COMPLETED
MiRO Munchies Sports Lounge,2023-01-05,0014W000037VXFLQA4,2b106183-667a-4914-a748-0adc245a191a,$0,$0.00,True,,Completed,COMPLETED,NEW
Red Elephant Thai Cuisine,2023-01-05,0014W000037VXFVQA4,eac0a159-aa41-4f2e-965a-d7b3503aee4d,"$2,628","$2,025.00",,,Completed,COMPLETED,COMPLETED
Samusi Hibachi,2023-01-05,0014W000037VX9mQAG,7ff2e29f-740a-411d-bb92-f88bf42e9968,$0,$398.99,,True,Completed,COMPLETED,COMPLETED
LD's Bar and Grill,2023-01-05,0014W000037VWL8QAO,3c45c2e1-f2e7-435b-80d4-e24d4f358245,$0,$362.58,,,Completed,COMPLETED,COMPLETED
California Momo Kitchen,2023-01-05,0014W000037VVylQAG,cbcf209f-f931-4336-8976-52834efb68da,$0,$508.88,True,,Completed,COMPLETED,COMPLETED
East side subz,2023-01-04,0014W000037VT57QAG,77c1dfa3-2b1e-4276-b900-d171c4315a5c,$0,$0.00,,True,In progress,IN_PROGRESS,NEW
Bless Hands VI LLC,2023-01-04,0014W000037VUxvQAG,643c0c64-b660-4ad4-8c6a-7f4b50f0f4cd,$0,$0.00,True,,Completed,COMPLETED,NEW
Azucar Cafe Inc,2023-01-04,0014W000037VVB9QAO,0d235bf0-a44a-4b3a-9161-81e90c02cc64,"$1,728","$1,060.80",True,,Completed,COMPLETED,COMPLETED
The Nacho Guru,2023-01-04,0014W000037VTsmQAG,62207cfb-92fa-47eb-a4bd-b3c24f5ece93,$360,$0.00,True,,Completed,COMPLETED,COMPLETED
850 To Go,2023-01-04,0014W000037VUVrQAO,c2f584f7-82d0-4f08-8e2c-0e76c39f415b,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
A&T Soulful Kitchen,2023-01-04,0014W000037VV3jQAG,3db676c8-c0f5-461f-82d0-8c1bd15361a2,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Trompo tacos 27,2023-01-04,0014W000037VUc9QAG,854ce0ef-3d2c-4fd8-a21d-f17aa2153c6f,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Legacy OC,2023-01-04,0013c00001qHPq7AAG,0e87dbdf-939b-4d35-8201-4ce00f686451,$0,$599.00,True,,Completed,COMPLETED,COMPLETED
Dexters Lounge,2023-01-04,0014W000037VTxNQAW,32561954-ef1c-42b4-bfaf-795c0055562f,$0,$0.00,True,,Completed,COMPLETED,COMPLETED
Fusionkitchen,2023-01-04,0014W000037VTAgQAO,2bd2d40a-c260-45d6-b886-e05d30e7b252,$720,$0.00,,True,On hold,ON_HOLD,NEW
Firehouse Pizza,2023-01-04,0014W000037VTopQAG,b25f78bf-b717-4273-b9c9-e605efbc9c1d,$300,"$1,141.00",True,,Completed,COMPLETED,COMPLETED
Friendly Bean Co.,2023-01-04,0014W000037VV7CQAW,62206e0b-986a-47f2-a9db-3fbdd607230c,$0,$0.00,,,Not started,NEW,NEW
Crave Kofi,2023-01-04,0014W000037VUKVQA4,65a3b8d5-0120-4bcb-9739-95423f34e3d2,"$1,200",$575.53,,,Completed,COMPLETED,NEW
The Meat Locker BBQ and Burgers,2023-01-03,0014W000037VSQEQA4,060dfe3e-42c3-4b5c-8e74-c5c46701fe7f,$0,$0.00,,,Completed,COMPLETED,NEW
Southern heat,2023-01-03,0014W000037VS9xQAG,0b920f37-4dde-4c7c-84a2-eb9b4dc7e86c,$0,$421.60,True,,Completed,COMPLETED,COMPLETED
Sushi Run,2023-01-03,0014W000037VSFvQAO,ab0cdcf0-79dd-4f85-8ee8-3744e5d2f793,$900,$0.00,,,Not started,NEW,NEW
Speedy Eats,2023-01-03,0014W000037VSRlQAO,720b188f-51ff-4692-bd19-66bb9c4a8645,$0,$0.00,,,Completed,COMPLETED,NEW
The Red Barn LLC,2023-01-03,0014W000037VSWHQA4,4cf1301d-a4c1-4fe7-8093-1bc28c49d42a,$0,$159.00,,,Not started,NEW,NEW
Black Clover Pub,2023-01-03,0014W000037VRkJQAW,e0e81d0d-4641-4b0a-ba7c-f78c8fe4f956,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Cozy Cats Café,2023-01-03,0014W000037VSuyQAG,014dd192-026e-4cda-a6e0-0214616c9f27,$0,$254.40,,,Not started,NEW,NEW
Mrs. Turbo's Cookies,2023-01-03,0014W000037VRkTQAW,27277f6a-dc2d-4846-976c-12d46457e57e,$900,$259.04,True,,Completed,COMPLETED,NEW
Lievito Pizza,2023-01-03,0014W000037VRKVQA4,d560ae15-48e7-4d38-b792-4a215cdd93b7,$0,$867.03,,True,Completed,COMPLETED,COMPLETED
Southern Angels Catering,2023-01-03,0014W000037VSUBQA4,2c06b30b-1994-4c68-9e9c-1d900ded6a2b,$0,$0.00,,,Completed,COMPLETED,NEW
Lazy bear creamery,2023-01-03,0014W000037VS2DQAW,701feb7d-63ce-4fdf-ba71-167cd78ffc8c,$0,$617.50,,True,On hold,ON_HOLD,NEW
Deadbeats,2023-01-03,0014W000037VRsXQAW,740f3b21-bb34-45a9-9b19-3a21e454664e,$0,$254.40,True,,Completed,COMPLETED,COMPLETED
Tacos D kache,2023-01-03,0014W000037VS5gQAG,c181cd4c-07ba-431c-b1b2-dbd030a7b792,$900,$209.00,,True,Completed,COMPLETED,COMPLETED
Bottles and Bones,2023-01-02,0014W000037VQhdQAG,270e179c-3c4c-43c8-8177-53da488b1b99,$0,$0.00,,True,Completed,COMPLETED,NEW
chocolate bash,2023-01-02,0014W000037VRCRQA4,9a014ceb-ecb5-4f5b-8f4c-5fb7e39b90f8,$0,$99.50,,,Completed,NEW,COMPLETED
Mario Octuvon - Exotik’az juice bar,2023-01-02,0014W000037VQrnQAG,805c43d6-9475-4a95-b8b8-9f5920deb76d,$0,$474.00,True,,Completed,COMPLETED,NEW
Pegasus coffee bar,2023-01-02,0014W000037VQxqQAG,d85e2c74-a733-4bd0-b63a-432c1d3742c2,$0,$99.50,,,Completed,COMPLETED,COMPLETED
Birrianna's,2023-01-02,0014W000037VQdlQAG,a7c849ec-31a9-4c93-9491-6fb608fefb60,$360,$0.00,,,In progress,IN_PROGRESS,NEW
Legendary Coffee And Books,2023-01-01,0014W000037VQ5KQAW,af19ef68-cba6-4ac6-9d4e-3223eeba3b01,$0,$425.53,,,Completed,COMPLETED,NEW
Camylla's taste&flavor,2023-01-01,0014W000037VQ0tQAG,1999e5f7-befa-44a9-86fd-e2c560f14f65,$0,$504.00,,True,Completed,COMPLETED,COMPLETED
Dutch Pancakes USA (K4100 Food Court ),2023-01-01,0014W000037VQXEQA4,27dfaa27-f614-4288-8f82-a5931de8bc26,$900,$0.00,,True,Unknown,NOT_STARTED,NEW
Mimis tacos,2022-12-31,0014W000037VOy5QAG,6d3d5345-d9c3-4e94-8b79-da267bf12d67,$0,$0.00,,,Not started,NEW,NEW
Omen Coffee Company LLC,2022-12-31,0014W000037VOw4QAG,9fa10903-7c8b-44e0-9e2b-22fdac236134,"$1,728",$559.00,,True,Completed,COMPLETED,COMPLETED
Bob BBQ,2022-12-31,0014W000037VPNmQAO,17b625a3-940e-41e6-8a0a-eb60c93a3563,$0,$159.00,,,Not started,NEW,NEW
Blarney Stone,2022-12-31,0014W000037VPL2QAO,19472dc5-0061-4ff5-b215-5fc094337b7f,$0,$318.00,,True,Completed,COMPLETED,COMPLETED
FOE Bearcat Aerie 3669,2022-12-31,0014W000033tBY5QAM,a9034341-4e55-42ca-b2ff-4cad44eff232,$0,$518.00,,True,Completed,COMPLETED,NEW
Great Greek Gyros,2022-12-31,0014W000037VOx2QAG,851754b7-da9f-4994-81c9-ac26fef46bc2,$0,$0.00,,True,Completed,COMPLETED,NEW
Los caporales,2022-12-31,0014W000037VPTGQA4,d8f95732-57e1-439c-92ba-8cd1b35a6070,$900,$363.53,,,Not started,NEW,NEW
Double Shot,2022-12-30,0014W000037VOP0QAO,5482a019-146a-45b5-b282-0270c85ce33b,$0,$279.49,,,Completed,COMPLETED,COMPLETED
Luzara Sweets,2022-12-30,0014W000037VO4VQAW,2ee4456c-f03e-4951-8229-e43c37cac06e,$0,$363.53,,,Completed,COMPLETED,COMPLETED
JOLI Hospitality LLC,2022-12-30,0014W000037VODbQAO,c5e46583-26a3-48c1-83a7-cbd198ecf699,$0,$263.50,,,Not started,NEW,NEW
Fuel Cafe,2022-12-30,0014W00002hCdblQAC,57e9d9c6-521c-4d81-a1c9-ab4a6f7ad831,"$3,228","$1,162.50",,True,Completed,COMPLETED,NEW
Triangle Pub,2022-12-30,0014W000037VO38QAG,ea33182d-dcf6-4007-9609-a5f725ca4953,$828,$558.50,,True,Completed,COMPLETED,COMPLETED
Jocko Canyon Grill,2022-12-30,0014W000037VOpDQAW,7f78f8c6-b2cc-441f-9eac-d458e06d3573,$300,$349.53,,,Completed,COMPLETED,NEW
Slow Your Dough,2022-12-30,0014W000037VOCnQAO,14083dc2-1f4e-42dc-b6fd-3d565d4fa865,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Lagniappe Creole Cafe,2022-12-30,0014W000037VOoeQAG,b5ca292e-38c4-49f5-b792-8219aa253028,$300,$309.00,,True,Completed,COMPLETED,COMPLETED
Manzanita Mudd Dogs,2022-12-30,0014W000037VOCTQA4,4809c62d-1c38-4e42-9855-0ff83bad0719,$0,$159.00,,,Completed,COMPLETED,COMPLETED
Encanto,2022-12-30,0014W000037VNVLQA4,7c64516f-a1f8-45d8-8b26-9a8cfd83c3bc,$0,$0.00,,,Completed,COMPLETED,NEW
Antojitos El Reloj,2022-12-30,0014W000037VOfhQAG,bff8d92e-71d0-4c32-940b-1427d5e09423,$0,$0.00,True,,Completed,COMPLETED,NEW
EatsBC,2022-12-30,0014W000037VO5YQAW,d5d390b2-f6b6-4b71-a9c2-84e9cde94d25,$0,$0.00,,,Completed,COMPLETED,NEW
CORKS COOKS & BOOKS,2022-12-30,0014W00002mtzf1QAA,00033896-f29a-4ec3-b056-ebef8d25a4ce,$0,$159.00,,,Completed,COMPLETED,NEW
Crush Cookie Bar,2022-12-30,0014W000037VOPAQA4,a2712469-84b9-4bfa-a5b7-9d34e74a816a,"$2,880",$972.50,,,Completed,COMPLETED,COMPLETED
JR Munchies,2022-12-30,0014W000037VNOoQAO,3e0604d5-8960-4192-bc97-537c1af36e06,$0,$0.00,,,Completed,COMPLETED,NEW
Office lounge,2022-12-30,0014W000037VOZFQA4,4b326ac1-662a-48d5-b3bc-a6a6de0082ec,$0,$159.00,,,Completed,COMPLETED,COMPLETED
"All Island Jerk, LLC",2022-12-30,0014W000037VODHQA4,f744050e-d027-4636-98f4-381a5f48aa07,$300,$309.00,,,Not started,NEW,NEW
Sana All Authentic Filipino Cuisine,2022-12-30,0014W000037VOkrQAG,64d30d5a-7b4b-4184-8d1a-90e8bc314f6c,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Fresh Cup Cafe,2022-12-30,0014W000037VObVQAW,d9c3a80c-95c4-4259-a800-89e560c0ca64,$0,$263.50,,,Completed,COMPLETED,COMPLETED
Fatty Matty’s BBQ,2022-12-29,0014W000037VMhYQAW,c0c6572b-9a9d-43ed-ae3e-ac5a708c577e,$0,$159.00,,,Completed,COMPLETED,COMPLETED
Hank's Hog and Dog,2022-12-29,0014W000037VMLlQAO,377eb4cf-c7e7-462f-88cd-2c9e9cf2ee5b,$300,$508.53,,True,Completed,COMPLETED,COMPLETED
Whacko Gringo,2022-12-29,0014W000037VLTSQA4,361f573f-92ba-4142-8381-b05311be05d3,$900,$720.00,,,Completed,COMPLETED,COMPLETED
Baja Cali Taco Co,2022-12-29,0014W000037VMjAQAW,adcb218d-b4d7-466b-ad9b-68f7305d85ff,$0,$210.80,,True,Completed,COMPLETED,NEW
The Alley Crumb,2022-12-29,0014W000037VLW7QAO,390fa0b9-30c9-4ec5-8794-19e53abb2f78,$360,$0.00,True,,Completed,COMPLETED,COMPLETED
Retro Roast,2022-12-29,0014W000037VMKOQA4,155df4f0-ccd2-4b09-bbea-867b368cb38e,$0,$159.00,,True,On hold,ON_HOLD,NEW
"Johnny's Cafe, Inc",2022-12-29,0014W000037VMISQA4,140c14bd-4622-4961-855d-815f958a4cc8,$0,$558.00,,True,Completed,COMPLETED,COMPLETED
Da' Fire,2022-12-29,0014W000037VN5wQAG,4a0f6b31-3ae1-4b7e-a765-fc2f53fabb69,$0,$159.00,,,Completed,COMPLETED,NEW
Smoke & Fire,2022-12-29,0014W000037VMKiQAO,314b0c73-01a0-498a-bf3f-a92e4b6e015f,$300,$409.03,,,Completed,COMPLETED,NEW
Vegan Beets,2022-12-29,0014W00002dcLYuQAM,50ee3edf-2aa5-47bf-b235-143f4b67ad2f,$0,$99.50,,,Completed,COMPLETED,NEW
Claybank Deli & Bagels,2022-12-29,0014W00002W7XWxQAN,4a29be3a-c7dd-4381-b031-23cc5164d1b2,$0,$0.00,,,Unknown,CANCELED,NEW
Cheers Donuts,2022-12-29,0014W000037VMKdQAO,654beffc-8dea-4ffa-8971-6d59d1f2a650,$300,$508.53,,,Not started,NEW,NEW
Happy Place Eatery,2022-12-29,0014W000037VLSyQAO,1089c554-a15c-4301-9374-f97c67909e62,$828,"$1,117.00",,True,Completed,COMPLETED,COMPLETED
OhZone,2022-12-28,0014W000037VKEiQAO,f685ecfb-a1a0-4311-853c-cb7a7113bb56,$0,$0.00,,,In progress,IN_PROGRESS,NEW
The Floppin’ Fish,2022-12-28,0014W000037VKZaQAO,11af6fbd-49b9-438f-b877-26358ade6ec2,$0,$259.03,,,Completed,COMPLETED,COMPLETED
Exotic Wings,2022-12-28,0014W000037VK7mQAG,1e1d6571-f017-4333-b939-7e3241d121bd,$300,$249.50,,,Completed,COMPLETED,COMPLETED
Brewed Awakenings,2022-12-28,0014W000037VKjuQAG,0a7ab747-e087-4fe4-9a7f-5f5a4d3f576d,$0,$159.00,,,Completed,COMPLETED,COMPLETED
Just Eatz,2022-12-28,0014W000037VLRvQAO,ed6b521b-29db-44aa-91b3-d0bb6633f844,$0,$100.03,True,,Completed,COMPLETED,NEW
BLUEROCKS,2022-12-28,0014W000037VKgMQAW,6f00ac5e-2418-4a0b-88e3-d4ea50beb3ab,$708,$558.50,,,Completed,COMPLETED,COMPLETED
House Of Ramen Denver,2022-12-28,0014W000037VLPVQA4,3c5b1ab6-f571-49a3-8407-8cab6e0207a2,$900,$0.00,,,Completed,COMPLETED,COMPLETED
Baker Cafe Bar,2022-12-28,0014W000037VLCgQAO,636ca4db-0a16-40c0-88da-0ff8f68a78f6,$0,$263.50,,,Completed,COMPLETED,NEW
Carlton Braga,2022-12-28,0014W000037VKk4QAG,ce5e0942-db0b-42e0-bc5a-2ff52e6e6c9c,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Mokah Coffee & Tea,2022-12-27,0013c00001qHBgHAAW,681f650d-c768-4748-b281-b9a6b540e996,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Blue Tile Coffee,2022-12-27,0014W000037VIoLQAW,b52c3cf4-baed-40c9-b54e-80818417b70b,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Caribbean Bites LLC,2022-12-27,0014W000037VJCFQA4,b73c407a-65cc-4ba8-8719-8bd495744365,$0,$259.03,,,Completed,COMPLETED,COMPLETED
Songbird,2022-12-27,0014W000037VJxDQAW,90d6803f-e4b3-4386-8699-f6909567c3fa,$0,$199.00,,,Completed,COMPLETED,COMPLETED
Sands Theatre,2022-12-27,0014W000037VJRKQA4,58fa4cd7-f4f2-43e4-ad7d-a31ee5838192,$600,$727.00,,,Completed,COMPLETED,COMPLETED
ORUGA SOCIAL BUSINESS EVENTS 7 BANQUETS,2022-12-27,0014W000037VJZnQAO,8a74fa5a-1fc8-42a2-bd28-cf26998b1199,$0,$498.50,,,Completed,COMPLETED,COMPLETED
Point Pleasant Firemans Association,2022-12-27,0014W000037VJ62QAG,e8dea401-de63-4b8c-b92f-056535f35971,$0,$159.00,,,Not started,NEW,NEW
Columbus Cheesecake Cafe,2022-12-27,0014W000037VJFOQA4,82c8ff9d-d507-40d7-9f3e-b0b76dd9a810,$0,$722.00,True,,Completed,COMPLETED,NEW
Chuck's Top Shelf,2022-12-27,0014W000037VIvbQAG,dbc582eb-9900-44e0-bc23-d3e10dc8253e,$0,$0.00,,,Not started,NEW,NEW
JRs Texas BBQ & Catering,2022-12-27,0014W000037VJBbQAO,bc1092f7-2fb0-4649-895f-64fb7e732b6a,$0,$259.03,,True,Completed,COMPLETED,NEW
The Hot Plate,2022-12-26,0014W000033tmQmQAI,ac5e769e-8e26-4aab-a7f1-a0f227be1503,$0,$0.00,,,On hold,ON_HOLD,NEW
ANTOJITOS DEL PATIO,2022-12-26,0014W000037VIoBQAW,1df5e736-a942-4374-999a-6bd85ed8765c,$900,$0.00,,,Not started,NEW,NEW
El Chino Mexican Restaurant2,2022-12-26,0014W000033u2E2QAI,a5c87cb1-9992-4673-be3c-b7ccd48421e1,$900,$328.00,,,Completed,COMPLETED,COMPLETED
Golden Rose Ice Cream Bar,2022-12-26,0014W000037VIk9QAG,dfbb354d-7fde-44b7-b1c0-ac3dc9822bb3,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Knockout cafe Ecomm,2022-12-24,0014W00002xeE3tQAE,d51f74b2-0dc9-45aa-bf73-51020544842e,$0,$119.00,,True,Completed,COMPLETED,NEW
Broken Putter Grille Room,2022-12-23,0014W000037VH6dQAG,ea9d38e8-05b4-4498-98d3-b24d6eeae9d6,"$2,100","$1,022.00",,,Completed,COMPLETED,COMPLETED
Tenma Beer Project,2022-12-23,0014W000037VHPxQAO,81aa93b8-133d-451d-9c6d-f91a406b131a,"$2,928",$763.00,,,Completed,COMPLETED,COMPLETED
Nora's Dream Pizza 1,2022-12-23,0014W000037VHgCQAW,d1103ebd-78df-467f-999b-9a309f4fb659,$0,$263.50,,True,On hold,ON_HOLD,NEW
Pizza factory Silver Springs,2022-12-23,0014W000037VHGvQAO,c07cab3f-d9c4-49d1-9f30-58c690eeb7e7,$0,$99.50,,,Completed,COMPLETED,NEW
Bar 919,2022-12-23,0014W000037VHekQAG,781c7f87-1955-4cd3-93f3-24fb2b929a81,$0,$458.50,,,Completed,COMPLETED,COMPLETED
Ralph's Cafe and Bakery,2022-12-23,0014W000037VHP4QAO,b8115f15-360f-4492-8da6-0a5ce2750f72,$0,$159.00,,True,On hold,ON_HOLD,NEW
Doughnut Patrol,2022-12-23,0014W000037VHFYQA4,785da72d-ca60-4db2-b3c2-08c9cfc40753,$0,$99.50,,True,Completed,COMPLETED,COMPLETED
Mama Ginas,2022-12-23,0014W000037VH93QAG,663de06b-c75b-4e3a-9bdc-4d69dabec93c,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Dan’s Detroit Coney Island LLC,2022-12-23,0014W000037VH8jQAG,f3ef8958-ef97-41f1-9744-e9425cec1d3f,"$1,200",$349.53,,True,Completed,COMPLETED,NEW
Mancino’s Pizza,2022-12-23,0014W000037VCkjQAG,35a766ce-9fcf-40eb-b88c-5db1b5f7019b,$0,$667.50,,,Completed,COMPLETED,COMPLETED
Smooshy,2022-12-23,0014W000037VHknQAG,a4ed7544-f81b-444f-a00b-388c21ad03c1,$0,$0.00,True,,Completed,COMPLETED,NEW
Bar 101,2022-12-23,0014W000037VHoVQAW,fb994db7-04f8-4e0a-887f-ac6d2f16cd0a,$0,$0.00,,,Completed,COMPLETED,COMPLETED
HARRYS KNUCKLE UP,2022-12-23,0014W000037VH72QAG,c07980e2-b473-4dee-a81d-c1e8703bcedc,$0,$59.50,,,Completed,COMPLETED,COMPLETED
La Michoacanita,2022-12-23,0014W000037VHblQAG,341fc6bd-9c7b-464a-847f-a0f2f6698592,$0,$159.00,,True,Completed,COMPLETED,COMPLETED
Mc’s Pizza,2022-12-22,0014W000037VFcnQAG,3f6ce702-0e49-4b50-b0d5-174f27a9cb02,$0,$784.00,,,Completed,COMPLETED,NEW
three polar bears,2022-12-22,0014W000037VGE1QAO,2fd21941-8451-4207-946c-32dbc3a9acc2,$900,$316.50,,True,Completed,COMPLETED,COMPLETED
Burger Bros and Mo,2022-12-22,0014W000037VFvwQAG,0d8ea560-6883-4ab2-b16f-f53d48ce4362,$0,$263.50,,,Completed,COMPLETED,COMPLETED
From the Roots Plant Cafe,2022-12-22,0014W000037VGGbQAO,f7984969-eef3-4a5e-a766-af1fae91b6f8,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Double Dubs,2022-12-22,0014W000037VFgaQAG,7977143c-1ac3-44bd-8a04-6dd751548496,$828,$499.00,,,Completed,COMPLETED,COMPLETED
Eileen’s cafe at Wyboo,2022-12-22,0014W000037VFm6QAG,0d466041-e80f-42db-9f3e-48fb47fb4552,$0,$210.80,,,Completed,COMPLETED,NEW
Cofellow Coffee,2022-12-22,0014W000037VFuUQAW,b6a8cd5d-8157-4126-b2ac-ad8475ae61db,$0,$159.00,,True,Completed,COMPLETED,NEW
Hitech Sams,2022-12-22,0014W000037VEs9QAG,7fc7ca47-a502-4d13-acfd-43759e69e1de,$0,$0.00,,,On hold,ON_HOLD,NEW
Salty & Sweet LLC,2022-12-22,0014W000037VFxTQAW,08ffc5b2-034d-4bef-86ec-76314e6f8798,$0,$608.03,,,Completed,COMPLETED,COMPLETED
KULA SIGNATURE,2022-12-22,0014W000037VGHjQAO,b94f7253-2cf8-493d-a5d9-44c5c250b372,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Dandeline,2022-12-22,0014W000037VEm6QAG,db50490a-6d06-476e-8c36-ec27b3a0b7d5,$828,"$1,207.00",,,Completed,COMPLETED,COMPLETED
Butter Loves Taste Catering llc,2022-12-22,0014W000037VG0NQAW,91b1e1a0-3dd6-4b29-b536-70532d8e71c2,$0,$99.50,,,Completed,COMPLETED,COMPLETED
2C Coffee and Tea,2022-12-22,0014W000037VEqrQAG,9f9ec81d-c82b-4bff-9a3d-2c815a5aa6c6,$0,$159.00,,,Completed,COMPLETED,COMPLETED
El taquito leon,2022-12-21,0014W000037VCy7QAG,f23eb530-16d7-4308-b340-897fbf2eace6,$0,$199.00,,,Not started,NEW,NEW
NM food CO,2022-12-21,0014W000037VDgGQAW,ae6143d6-a5a1-4298-89ab-0d0734b56de3,$0,$0.00,,,Not started,NEW,NEW
Alaea,2022-12-21,0014W000037VEPbQAO,12c50f37-7659-4abb-b779-ed7b35e68a9c,$0,$480.00,,,Completed,COMPLETED,COMPLETED
Somers Bay Cafe,2022-12-21,0013c00001qFCsoAAG,40990add-bdf1-4bd7-a646-cee3b97f9c84,$0,$263.50,,,Completed,COMPLETED,COMPLETED
Mildred's,2022-12-21,0014W000037VEGtQAO,2574f681-5025-4aa2-a155-a380fbb366e9,$0,$263.50,,,Completed,COMPLETED,COMPLETED
Circle C Cafe,2022-12-21,0014W000037VDe5QAG,bc4316bd-250d-413f-8c4a-b374ea11d8cd,$300,$354.00,,True,Completed,COMPLETED,COMPLETED
Onyx Hotel,2022-12-21,0014W000037VDZeQAO,b53e95dc-4b53-42a4-94b8-b5f000ea603e,$828,"$1,117.00",,,Completed,COMPLETED,COMPLETED
ASKLC4SMOKE BBQ LLC,2022-12-21,0014W000037VEYOQA4,56632cc5-6507-430e-b6e2-acee8fc6ae03,$0,$159.00,,,Completed,COMPLETED,NEW
Porch & Pantry LLC,2022-12-21,0014W000037VColQAG,f20721f7-ee1f-4e74-9b66-f4fdaba00c83,"$1,200",$937.00,,,Completed,COMPLETED,COMPLETED
Mama’s Kitchen Taqueria,2022-12-21,0014W000037VCyWQAW,ea59f3e7-1412-493f-a32e-1d4f7aad80a4,$0,$199.00,,,Not started,NEW,NEW
Sweet Jays Kitchen LLC,2022-12-21,0014W000037VET9QAO,18c25f47-45fa-4113-a518-f8af8df23582,$0,$159.00,,True,In progress,IN_PROGRESS,NEW
Robert lutz,2022-12-21,0014W000037VCzKQAW,fb8f3a83-ad73-4dcb-a929-9d5296734d2d,$0,$0.00,,,Completed,COMPLETED,NEW
Delgada Pizza & Bakery,2022-12-21,0014W000033u3y0QAA,0e0e9220-0dc0-4630-bd47-38132429440d,$0,$159.00,,,Completed,COMPLETED,COMPLETED
Canal Bank,2022-12-21,0014W000037VDfXQAW,83fa9f38-3dfa-457a-bfdc-da66b13fe1ee,$0,$617.50,,,Completed,COMPLETED,COMPLETED
Jagter Hygge dab Something Brewed,2022-12-21,0014W000037VCpAQAW,9fb4918c-723b-4691-8cca-9ab19dc9db6b,$0,$0.00,,,Completed,COMPLETED,NEW
Union 41,2022-12-20,0014W000037VAhaQAG,3252914e-20a4-4b31-ab91-84e891d7b9ec,$0,"$1,862.00",,,Completed,COMPLETED,COMPLETED
